13180.000000 0.00011328
13190.000000 0.000135351
13200.000000 0.000157436
13203.610352 0.0001654
13210.000000 0.000172467
13220.000000 0.000183681
13230.000000 0.000194755
13240.000000 0.000205831
13250.000000 0.00021691
13253.624023 0.000220925
13260.000000 0.00023501
13270.000000 0.000257104
13273.628906 0.000265202
13280.000000 0.00027945
13283.631836 0.000287493
13290.000000 0.000301564
13293.633789 0.000309594
13300.000000 0.000464418
13303.636719 0.000552871
13310.000000 0.000538831
13313.639648 0.0005308
13320.000000 0.000551804
13323.642578 0.000564004
13330.000000 0.000691062
13333.644531 0.00076374
13340.000000 0.000890467
13343.648438 0.000963224
13350.000000 0.00108991
13353.651367 0.00116275
13360.000000 0.00146489
13363.653320 0.00163877
13370.000000 0.00208182
13373.656250 0.00233708
13380.000000 0.00281481
13383.659180 0.00309133
13390.000000 0.00378154
13393.662109 0.00417927
13400.000000 0.00511275
13403.664062 0.00565134
13410.000000 0.00690704
13413.666992 0.00763347
13420.000000 0.00958923
13423.669922 0.0107221
13430.000000 0.0133731
13433.671875 0.0149102
13440.000000 0.018959
13443.674805 0.0213156
13450.000000 0.0273349
13453.677734 0.0308268
13460.000000 0.0392592
13463.680664 0.0441661
13470.000000 0.0575184
13473.682617 0.0652961
13480.000000 0.0843191
13483.685547 0.0954123
13490.000000 0.121354
13493.689453 0.136504
13500.000000 0.171615
13503.692383 0.192198
13510.000000 0.235183
13513.694336 0.260286
13520.000000 0.305961
13523.697266 0.332727
13530.000000 0.373874
13533.700195 0.398018
13540.000000 0.429404
13543.702148 0.447839
13550.000000 0.470946
13553.705078 0.484533
13560.000000 0.496154
13563.708008 0.502996
13570.000000 0.509019
13573.710938 0.512725
13580.000000 0.514399
13583.712891 0.515231
13590.000000 0.515739
13593.715820 0.516038
13600.000000 0.515265
13603.718750 0.514447
13610.000000 0.512997
13613.720703 0.512139
13620.000000 0.512757
13623.723633 0.513122
13630.000000 0.512808
13633.726562 0.512621
13640.000000 0.511827
13643.730469 0.511355
13650.000000 0.511994
13653.732422 0.512529
13660.000000 0.512983
13663.735352 0.513095
13670.000000 0.511857
13673.738281 0.51112
13680.000000 0.511475
13683.740234 0.511685
13690.000000 0.51126
13693.743164 0.511005
13700.000000 0.510074
13703.746094 0.509518
13710.000000 0.508321
13713.749023 0.507604
13720.000000 0.507347
13723.750977 0.507191
13730.000000 0.506032
13733.753906 0.505337
13740.000000 0.504712
13743.756836 0.504492
13750.000000 0.503694
13753.758789 0.503059
13760.000000 0.502072
13763.761719 0.501478
13770.000000 0.500197
13773.764648 0.499425
13780.000000 0.499199
13783.767578 0.499062
13790.000000 0.498179
13793.769531 0.497646
13800.000000 0.497254
13803.773438 0.497126
13810.000000 0.495968
13813.776367 0.495266
13820.000000 0.495022
13823.778320 0.494874
13830.000000 0.494564
13833.781250 0.495119
13840.000000 0.495836
13843.784180 0.496273
13850.000000 0.497707
13853.787109 0.498736
13860.000000 0.50007
13863.789062 0.500729
13870.000000 0.50083
13873.791992 0.500892
13880.000000 0.502333
13883.794922 0.503215
13890.000000 0.505085
13893.797852 0.506232
13900.000000 0.507614
13903.799805 0.508463
13910.000000 0.508468
13913.802734 0.50847
13920.000000 0.509724
13923.805664 0.510495
13930.000000 0.512576
13933.807617 0.513857
13940.000000 0.514193
13943.810547 0.5144
13950.000000 0.515099
13953.814453 0.51553
13960.000000 0.517256
13963.817383 0.518323
13970.000000 0.519223
13973.819336 0.51978
13980.000000 0.521579
13983.822266 0.522694
13990.000000 0.522733
13993.825195 0.522757
14000.000000 0.522895
14003.827148 0.522784
14010.000000 0.523139
14013.830078 0.523359
14020.000000 0.524314
14023.833008 0.524907
14030.000000 0.525663
14033.835938 0.526133
14040.000000 0.526455
14043.837891 0.526656
14050.000000 0.52788
14053.840820 0.528644
14060.000000 0.529268
14063.843750 0.529657
14070.000000 0.530516
14073.845703 0.531219
14080.000000 0.531207
14083.848633 0.531032
14090.000000 0.529277
14093.851562 0.528176
14100.000000 0.525478
14103.855469 0.523785
14110.000000 0.515411
14113.857422 0.510148
14120.000000 0.496287
14123.860352 0.487568
14130.000000 0.465723
14133.863281 0.451964
14140.000000 0.419865
14143.865234 0.399627
14150.000000 0.365324
14153.868164 0.343674
14160.000000 0.306325
14163.871094 0.282723
14170.000000 0.246227
14173.874023 0.223136
14180.000000 0.190928
14183.875977 0.170529
14190.000000 0.14235
14193.878906 0.124444
14200.000000 0.105147
14203.881836 0.0929046
14210.000000 0.0779174
14213.883789 0.068403
14220.000000 0.0573432
14223.886719 0.0503145
14230.000000 0.0419717
14233.889648 0.0366631
14240.000000 0.0307122
14243.892578 0.0269209
14250.000000 0.022687
14253.894531 0.0199869
14260.000000 0.0169583
14263.898438 0.0150243
14270.000000 0.0128337
14273.901367 0.011433
14280.000000 0.00971343
14283.904297 0.00861252
14290.000000 0.00743075
14293.906250 0.00667339
14300.000000 0.00572896
14303.909180 0.00512306
14310.000000 0.00441218
14313.912109 0.00395555
14320.000000 0.00347968
14323.914062 0.00317371
14330.000000 0.0027315
14333.916992 0.00244687
14340.000000 0.00200448
14343.919922 0.00171938
14350.000000 0.00164574
14353.922852 0.00159822
14360.000000 0.0013638
14363.924805 0.00121239
14370.000000 0.00114547
14373.927734 0.0011022
14380.000000 0.000968359
14383.930664 0.000881714
14390.000000 0.000714441
14393.932617 0.000605854
14400.000000 0.000605913
14403.935547 0.000606101
14410.000000 0.000472358
14413.939453 0.000385489
14420.000000 0.000385462
14423.942383 0.000385443
14430.000000 0.00025204
14433.944336 0.000165186
