# Detector-averaged total system transmission from column 1 of tables 2 and 3 from https://jwst-docs.stsci.edu/jwst-near-infrared-camera/nircam-instrumentation/nircam-filters
1.248790039062499818e+04 0.000000000000000000e+00
1.249790039062499818e+04 0.000000000000000000e+00
1.250790039062500000e+04 6.280406450838142847e-06
1.251790039062500000e+04 7.119599957613067349e-06
1.252790039062500000e+04 7.574355712374323473e-06
1.253790039062500000e+04 8.060531128849630371e-06
1.254790039062500000e+04 9.065765711831663860e-06
1.255790039062500000e+04 9.812783030274071009e-06
1.256790039062500000e+04 1.059149403531524513e-05
1.257790039062500000e+04 1.134743669490492966e-05
1.258790039062500000e+04 1.247558906305328966e-05
1.259790039062500000e+04 1.350686869605098139e-05
1.260790039062500000e+04 1.502354531660898861e-05
1.261790039062500000e+04 1.609793691258475145e-05
1.262790039062500000e+04 1.819422577288739079e-05
1.263790039062500182e+04 1.993089047694223163e-05
1.264790039062500000e+04 2.186932037550969773e-05
1.265790039062500182e+04 2.435219811774853171e-05
1.266790039062500000e+04 2.682710225920108225e-05
1.267790039062500182e+04 2.984793704031755247e-05
1.268790039062500000e+04 3.295687338503961811e-05
1.269790039062500182e+04 3.657334175051638536e-05
1.270790039062500000e+04 4.148360409305823932e-05
1.271790039062500182e+04 4.620109852311780571e-05
1.272790039062500000e+04 5.235950134038138429e-05
1.273790039062500182e+04 5.875703283311242247e-05
1.274790039062500000e+04 6.672917008183066310e-05
1.275790039062500182e+04 7.591197511327369492e-05
1.276790039062500000e+04 8.671646184234729879e-05
1.277790039062500182e+04 9.868752425069074994e-05
1.278790039062500000e+04 1.129040164274270339e-04
1.279790039062500182e+04 1.293220962808872812e-04
1.280790039062500000e+04 1.482762759543328722e-04
1.281790039062500182e+04 1.704311616997768544e-04
1.282790039062500000e+04 1.955102595927850427e-04
1.283790039062500182e+04 2.243138868054157136e-04
1.284790039062500000e+04 2.571599900400368998e-04
1.285790039062499818e+04 2.957966760741141980e-04
1.286790039062500000e+04 3.423022158801730078e-04
1.287790039062499818e+04 3.917037019617923771e-04
1.288790039062500000e+04 4.547580045150594811e-04
1.289790039062499818e+04 5.281785512753676103e-04
1.290790039062500000e+04 6.106247246189778176e-04
1.291790039062499818e+04 7.070386106209939833e-04
1.292790039062500000e+04 8.337042908017048724e-04
1.293790039062499818e+04 9.716041801856586469e-04
1.294790039062500000e+04 1.135384255776307602e-03
1.295790039062499818e+04 1.353342511953952972e-03
1.296790039062500000e+04 1.599952914404822232e-03
1.297790039062499818e+04 1.904238661146013525e-03
1.298790039062500000e+04 2.293824439972941623e-03
1.299790039062499818e+04 2.759834953760731055e-03
1.300790039062500000e+04 3.331655262769862499e-03
1.301790039062499818e+04 4.054415757553117040e-03
1.302790039062500000e+04 4.944383166588932864e-03
1.303790039062499818e+04 6.001534131184760312e-03
1.304790039062500000e+04 7.272344492723017799e-03
1.305790039062499818e+04 8.732695482572837981e-03
1.306790039062500000e+04 1.009232304558171055e-02
1.307790039062500000e+04 1.104123605845995504e-02
1.308790039062500000e+04 1.225142167116093431e-02
1.309790039062500000e+04 1.332470566050217992e-02
1.310790039062500000e+04 1.459823150623260589e-02
1.311790039062500000e+04 1.620970482644178146e-02
1.312790039062500000e+04 1.817481511184649429e-02
1.313790039062500000e+04 2.027326595733215664e-02
1.314790039062500000e+04 2.316433823772711884e-02
1.315790039062500000e+04 2.562923339692056712e-02
1.316790039062500000e+04 2.939127433670099543e-02
1.317790039062500000e+04 3.333549189929940759e-02
1.318790039062500000e+04 3.893706926272878788e-02
1.319790039062500000e+04 4.501365911036200179e-02
1.320790039062500000e+04 5.343832936197383254e-02
