# Measured spectrum of the Sun from NREL using MODTRAN
# See https://www.nrel.gov/grid/solar-resource/spectra.html, bibref MCebKur
# Wavelength [A],Flux [erg cm^-2 A^-1 s^-1]
2.254485999999999876e+03,1.669999999999999929e+00
2.254536999999999807e+03,2.229999999999999982e+00
2.254587999999999738e+03,2.779999999999999805e+00
2.254639000000000124e+03,3.009999999999999787e+00
2.254690000000000055e+03,3.520000000000000018e+00
2.254740999999999985e+03,5.029999999999999361e+00
2.254790999999999713e+03,6.669999999999999929e+00
2.254841999999999643e+03,7.720000000000000639e+00
2.254893000000000029e+03,8.410000000000000142e+00
2.254943999999999960e+03,8.929999999999999716e+00
2.254994999999999891e+03,7.320000000000000284e+00
2.255046000000000276e+03,5.000000000000000000e+00
2.255097000000000207e+03,3.180000000000000160e+00
2.255146999999999935e+03,2.910000000000000142e+00
2.255197999999999865e+03,3.160000000000000142e+00
2.255248999999999796e+03,3.850000000000000089e+00
2.255300000000000182e+03,4.399999999999999467e+00
2.255351000000000113e+03,4.399999999999999467e+00
2.255402000000000044e+03,3.379999999999999893e+00
2.255452999999999975e+03,2.259999999999999787e+00
2.255502999999999702e+03,2.000000000000000000e+00
2.255554000000000087e+03,2.290000000000000036e+00
2.255605000000000018e+03,4.059999999999999609e+00
2.255655999999999949e+03,6.290000000000000036e+00
2.255706999999999880e+03,7.249999999999999112e+00
2.255757999999999811e+03,6.900000000000000355e+00
2.255809000000000196e+03,6.460000000000000853e+00
2.255860000000000127e+03,4.660000000000000142e+00
2.255909999999999854e+03,2.610000000000000320e+00
2.255961000000000240e+03,1.959999999999999964e+00
2.256012000000000171e+03,3.300000000000000266e+00
2.256063000000000102e+03,5.639999999999999680e+00
2.256114000000000033e+03,7.969999999999998863e+00
2.256164999999999964e+03,8.910000000000000142e+00
2.256215999999999894e+03,8.870000000000000995e+00
2.256266999999999825e+03,7.649999999999999467e+00
2.256318000000000211e+03,5.190000000000000391e+00
2.256369000000000142e+03,2.680000000000000160e+00
2.256420000000000073e+03,1.590000000000000080e+00
2.256469999999999800e+03,1.090000000000000080e+00
2.256520999999999731e+03,7.319999999999999840e-01
2.256572000000000116e+03,4.279999999999999916e-01
2.256623000000000047e+03,4.420000000000000595e-01
2.256673999999999978e+03,4.530000000000000138e-01
2.256725000000000364e+03,6.870000000000000551e-01
2.256776000000000295e+03,1.069999999999999840e+00
2.256827000000000226e+03,1.270000000000000018e+00
2.256878000000000156e+03,1.370000000000000107e+00
2.256929000000000087e+03,1.939999999999999947e+00
2.256980000000000018e+03,2.790000000000000036e+00
2.257030999999999949e+03,2.689999999999999947e+00
2.257081999999999880e+03,3.160000000000000142e+00
2.257132999999999811e+03,3.989999999999999769e+00
2.257182999999999993e+03,3.709999999999999964e+00
2.257233999999999924e+03,3.040000000000000036e+00
2.257284999999999854e+03,3.599999999999999645e+00
2.257335999999999785e+03,3.520000000000000018e+00
2.257386999999999716e+03,3.400000000000000355e+00
2.257438000000000102e+03,3.390000000000000124e+00
2.257489000000000033e+03,3.409999999999999698e+00
2.257539999999999964e+03,3.160000000000000142e+00
2.257590999999999894e+03,3.709999999999999964e+00
2.257641999999999825e+03,3.280000000000000249e+00
2.257692999999999756e+03,3.810000000000000053e+00
2.257744000000000142e+03,6.030000000000000249e+00
2.257795000000000073e+03,9.000000000000000000e+00
2.257846000000000004e+03,1.100000000000000000e+01
2.257896999999999935e+03,1.330000000000000071e+01
2.257948000000000320e+03,1.529999999999999893e+01
2.257999000000000251e+03,1.550000000000000000e+01
2.258050000000000182e+03,1.330000000000000071e+01
2.258101000000000113e+03,1.069999999999999929e+01
2.258152000000000044e+03,8.339999999999999858e+00
2.258202999999999975e+03,6.270000000000000462e+00
2.258253999999999905e+03,5.750000000000000000e+00
2.258304999999999836e+03,5.480000000000000426e+00
2.258355999999999767e+03,5.370000000000000107e+00
2.258407000000000153e+03,5.949999999999999289e+00
2.258458000000000084e+03,6.879999999999999893e+00
2.258509000000000015e+03,5.429999999999999716e+00
2.258559999999999945e+03,4.429999999999999716e+00
2.258610999999999876e+03,4.019999999999999574e+00
2.258661999999999807e+03,3.139999999999999680e+00
2.258712999999999738e+03,1.489999999999999991e+00
2.258764000000000124e+03,7.500000000000000000e-01
2.258815000000000055e+03,9.459999999999999520e-01
2.258865999999999985e+03,1.149999999999999911e+00
2.258916999999999916e+03,1.450000000000000178e+00
2.258968000000000302e+03,1.969999999999999973e+00
2.259019000000000233e+03,3.339999999999999858e+00
2.259070000000000164e+03,4.919999999999999929e+00
2.259121000000000095e+03,5.700000000000000178e+00
2.259172000000000025e+03,6.110000000000000320e+00
2.259222999999999956e+03,7.129999999999999893e+00
2.259273999999999887e+03,7.320000000000000284e+00
2.259324999999999818e+03,5.990000000000000213e+00
2.259376000000000204e+03,6.009999999999999787e+00
2.259427000000000135e+03,6.710000000000000853e+00
2.259479000000000269e+03,6.329999999999999183e+00
2.259530000000000200e+03,5.639999999999999680e+00
2.259581000000000131e+03,6.469999999999999751e+00
2.259632000000000062e+03,6.200000000000000178e+00
2.259682999999999993e+03,5.689999999999999503e+00
2.259733999999999924e+03,5.669999999999999929e+00
2.259784999999999854e+03,5.770000000000000462e+00
2.259835999999999785e+03,5.050000000000000711e+00
2.259886999999999716e+03,4.440000000000000391e+00
2.259938000000000102e+03,3.850000000000000089e+00
2.259989000000000033e+03,3.139999999999999680e+00
2.260039999999999964e+03,2.450000000000000178e+00
2.260090999999999894e+03,1.799999999999999822e+00
2.260141999999999825e+03,1.600000000000000089e+00
2.260192999999999756e+03,1.179999999999999938e+00
2.260244999999999891e+03,8.009999999999999343e-01
2.260295999999999822e+03,1.159999999999999920e+00
2.260346999999999753e+03,2.060000000000000053e+00
2.260398000000000138e+03,2.979999999999999982e+00
2.260449000000000069e+03,3.560000000000000053e+00
2.260500000000000000e+03,3.869999999999999662e+00
2.260550999999999931e+03,3.540000000000000036e+00
2.260601999999999862e+03,2.819999999999999840e+00
2.260653000000000247e+03,1.969999999999999973e+00
2.260704000000000178e+03,1.409999999999999920e+00
2.260756000000000313e+03,1.149999999999999911e+00
2.260807000000000244e+03,8.449999999999999734e-01
2.260858000000000175e+03,6.930000000000000604e-01
2.260909000000000106e+03,9.549999999999999600e-01
2.260960000000000036e+03,1.420000000000000151e+00
2.261010999999999967e+03,1.919999999999999929e+00
2.261061999999999898e+03,3.149999999999999911e+00
2.261112999999999829e+03,4.469999999999999751e+00
2.261164999999999964e+03,4.879999999999999893e+00
2.261215999999999894e+03,4.910000000000000142e+00
2.261266999999999825e+03,5.489999999999999325e+00
2.261318000000000211e+03,5.240000000000000213e+00
2.261369000000000142e+03,4.429999999999999716e+00
2.261420000000000073e+03,3.899999999999999911e+00
2.261471000000000004e+03,3.400000000000000355e+00
2.261521999999999935e+03,2.479999999999999982e+00
2.261574000000000069e+03,2.290000000000000036e+00
2.261625000000000000e+03,3.060000000000000053e+00
2.261675999999999931e+03,3.980000000000000426e+00
2.261726999999999862e+03,5.250000000000000000e+00
2.261777999999999793e+03,5.589999999999999858e+00
2.261828999999999724e+03,5.160000000000000142e+00
2.261880999999999858e+03,5.439999999999999503e+00
2.261931999999999789e+03,5.959999999999999964e+00
2.261982999999999720e+03,5.209999999999999964e+00
2.262033999999999651e+03,4.669999999999999929e+00
2.262085000000000036e+03,4.979999999999999538e+00
2.262135999999999967e+03,4.620000000000000107e+00
2.262188000000000102e+03,4.030000000000000249e+00
2.262239000000000033e+03,4.100000000000000533e+00
2.262289999999999964e+03,4.250000000000000000e+00
2.262341000000000349e+03,4.809999999999999609e+00
2.262392000000000280e+03,5.469999999999999751e+00
2.262443000000000211e+03,6.529999999999999361e+00
2.262494999999999891e+03,7.709999999999999964e+00
2.262546000000000276e+03,8.219999999999998863e+00
2.262597000000000207e+03,7.249999999999999112e+00
2.262648000000000138e+03,6.360000000000000320e+00
2.262699000000000069e+03,4.719999999999999751e+00
2.262751000000000204e+03,3.899999999999999911e+00
2.262802000000000135e+03,4.610000000000000320e+00
2.262853000000000065e+03,5.129999999999999893e+00
2.262903999999999996e+03,5.759999999999999787e+00
2.262954999999999927e+03,7.660000000000000142e+00
2.263007000000000062e+03,9.279999999999999361e+00
2.263057999999999993e+03,9.849999999999999645e+00
2.263108999999999924e+03,1.050000000000000000e+01
2.263159999999999854e+03,9.500000000000000000e+00
2.263211000000000240e+03,7.370000000000000107e+00
2.263262999999999920e+03,4.820000000000000284e+00
2.263313999999999851e+03,2.850000000000000089e+00
2.263364999999999782e+03,1.739999999999999769e+00
2.263416000000000167e+03,2.160000000000000142e+00
2.263467999999999847e+03,3.300000000000000266e+00
2.263519000000000233e+03,4.509999999999999787e+00
2.263570000000000164e+03,6.339999999999999858e+00
2.263621000000000095e+03,7.240000000000000213e+00
2.263672999999999774e+03,6.839999999999999858e+00
2.263724000000000160e+03,6.110000000000000320e+00
2.263775000000000091e+03,5.310000000000000497e+00
2.263826000000000022e+03,3.609999999999999876e+00
2.263878000000000156e+03,2.959999999999999964e+00
2.263929000000000087e+03,2.959999999999999964e+00
2.263980000000000018e+03,2.800000000000000266e+00
2.264030999999999949e+03,2.459999999999999964e+00
2.264083000000000084e+03,2.299999999999999822e+00
2.264134000000000015e+03,2.009999999999999787e+00
2.264184999999999945e+03,2.149999999999999911e+00
2.264235999999999876e+03,3.049999999999999822e+00
2.264288000000000011e+03,3.919999999999999929e+00
2.264338999999999942e+03,4.209999999999999964e+00
2.264389999999999873e+03,4.830000000000000071e+00
2.264440999999999804e+03,5.129999999999999893e+00
2.264492999999999938e+03,4.820000000000000284e+00
2.264543999999999869e+03,5.979999999999999538e+00
2.264594999999999800e+03,7.209999999999999964e+00
2.264646999999999935e+03,7.679999999999999716e+00
2.264697999999999865e+03,8.509999999999999787e+00
2.264748999999999796e+03,8.219999999999998863e+00
2.264799999999999727e+03,6.600000000000000533e+00
2.264851999999999862e+03,5.940000000000000391e+00
2.264902999999999793e+03,4.820000000000000284e+00
2.264953999999999724e+03,2.930000000000000160e+00
2.265005999999999858e+03,2.139999999999999680e+00
2.265056999999999789e+03,1.619999999999999885e+00
2.265107999999999720e+03,9.690000000000000835e-01
2.265159999999999854e+03,9.259999999999999343e-01
2.265210999999999785e+03,1.229999999999999982e+00
2.265261999999999716e+03,1.919999999999999929e+00
2.265313999999999851e+03,2.370000000000000107e+00
2.265364999999999782e+03,3.080000000000000071e+00
2.265415999999999713e+03,3.629999999999999893e+00
2.265466999999999643e+03,3.699999999999999734e+00
2.265518999999999778e+03,3.719999999999999751e+00
2.265569999999999709e+03,4.320000000000000284e+00
2.265621000000000095e+03,3.599999999999999645e+00
2.265672999999999774e+03,2.879999999999999893e+00
2.265723999999999705e+03,3.209999999999999520e+00
2.265774999999999636e+03,3.280000000000000249e+00
2.265826999999999771e+03,2.469999999999999751e+00
2.265877999999999702e+03,2.250000000000000000e+00
2.265929000000000087e+03,2.250000000000000000e+00
2.265980999999999767e+03,1.969999999999999973e+00
2.266031999999999698e+03,1.990000000000000213e+00
2.266083999999999833e+03,1.959999999999999964e+00
2.266134999999999764e+03,2.089999999999999858e+00
2.266185999999999694e+03,2.189999999999999947e+00
2.266237999999999829e+03,3.040000000000000036e+00
2.266288999999999760e+03,4.160000000000000142e+00
2.266339999999999691e+03,4.799999999999999822e+00
2.266391999999999825e+03,6.219999999999999751e+00
2.266442999999999756e+03,7.259999999999999787e+00
2.266494000000000142e+03,6.389999999999999680e+00
2.266545999999999822e+03,4.730000000000000426e+00
2.266596999999999753e+03,3.869999999999999662e+00
2.266648999999999887e+03,2.380000000000000338e+00
2.266699999999999818e+03,1.530000000000000027e+00
2.266750999999999749e+03,1.820000000000000062e+00
2.266802999999999884e+03,2.479999999999999982e+00
2.266853999999999814e+03,2.900000000000000355e+00
2.266904999999999745e+03,3.930000000000000160e+00
2.266956999999999880e+03,4.150000000000000355e+00
2.267007999999999811e+03,5.040000000000000036e+00
2.267059999999999945e+03,6.200000000000000178e+00
2.267110999999999876e+03,6.909999999999999254e+00
2.267161999999999807e+03,7.099999999999999645e+00
2.267213999999999942e+03,8.119999999999999218e+00
2.267264999999999873e+03,7.209999999999999964e+00
2.267317000000000007e+03,5.580000000000000071e+00
2.267367999999999938e+03,5.029999999999999361e+00
2.267418999999999869e+03,4.349999999999999645e+00
2.267471000000000004e+03,2.819999999999999840e+00
2.267521999999999935e+03,2.149999999999999911e+00
2.267574000000000069e+03,1.969999999999999973e+00
2.267625000000000000e+03,1.719999999999999973e+00
2.267676999999999680e+03,1.099999999999999867e+00
2.267728000000000065e+03,1.080000000000000071e+00
2.267778999999999996e+03,1.679999999999999938e+00
2.267831000000000131e+03,2.060000000000000053e+00
2.267882000000000062e+03,2.270000000000000018e+00
2.267933999999999742e+03,2.620000000000000107e+00
2.267984999999999673e+03,2.580000000000000071e+00
2.268036999999999807e+03,1.990000000000000213e+00
2.268087999999999738e+03,1.379999999999999893e+00
2.268139000000000124e+03,8.210000000000000631e-01
2.268190999999999804e+03,4.109999999999999765e-01
2.268241999999999734e+03,4.870000000000000440e-01
2.268293999999999869e+03,8.890000000000000124e-01
2.268344999999999800e+03,1.650000000000000133e+00
2.268396999999999935e+03,2.589999999999999858e+00
2.268447999999999865e+03,3.690000000000000391e+00
2.268500000000000000e+03,4.689999999999999503e+00
2.268550999999999931e+03,6.040000000000000036e+00
2.268603000000000065e+03,7.190000000000000391e+00
2.268653999999999996e+03,7.889999999999999680e+00
2.268704999999999927e+03,7.610000000000000320e+00
2.268757000000000062e+03,6.589999999999999858e+00
2.268807999999999993e+03,5.259999999999999787e+00
2.268860000000000127e+03,4.929999999999999716e+00
2.268911000000000058e+03,5.280000000000000249e+00
2.268962999999999738e+03,6.360000000000000320e+00
2.269014000000000124e+03,7.610000000000000320e+00
2.269065999999999804e+03,7.870000000000000995e+00
2.269117000000000189e+03,6.389999999999999680e+00
2.269168999999999869e+03,4.479999999999999538e+00
2.269219999999999800e+03,3.080000000000000071e+00
2.269271999999999935e+03,2.220000000000000195e+00
2.269322999999999865e+03,1.919999999999999929e+00
2.269375000000000000e+03,1.959999999999999964e+00
2.269425999999999931e+03,1.890000000000000124e+00
2.269478000000000065e+03,1.450000000000000178e+00
2.269528999999999996e+03,1.069999999999999840e+00
2.269581000000000131e+03,1.110000000000000098e+00
2.269632000000000062e+03,1.250000000000000000e+00
2.269684000000000196e+03,1.280000000000000027e+00
2.269735000000000127e+03,1.329999999999999849e+00
2.269787000000000262e+03,1.290000000000000036e+00
2.269838000000000193e+03,9.719999999999999751e-01
2.269889999999999873e+03,1.290000000000000036e+00
2.269940999999999804e+03,2.450000000000000178e+00
2.269992999999999938e+03,3.790000000000000480e+00
2.270043999999999869e+03,5.450000000000000178e+00
2.270096000000000004e+03,7.589999999999999858e+00
2.270148000000000138e+03,9.689999999999999503e+00
2.270199000000000069e+03,1.120000000000000107e+01
2.270251000000000204e+03,1.189999999999999858e+01
2.270302000000000135e+03,1.189999999999999858e+01
2.270354000000000269e+03,1.179999999999999893e+01
2.270405000000000200e+03,1.069999999999999929e+01
2.270457000000000335e+03,8.649999999999998579e+00
2.270508000000000266e+03,7.439999999999999503e+00
2.270559999999999945e+03,6.419999999999999041e+00
2.270610999999999876e+03,5.339999999999999858e+00
2.270663000000000011e+03,4.799999999999999822e+00
2.270714999999999691e+03,4.760000000000000675e+00
2.270766000000000076e+03,4.169999999999999929e+00
2.270817999999999756e+03,3.379999999999999893e+00
2.270869000000000142e+03,2.189999999999999947e+00
2.270920999999999822e+03,1.250000000000000000e+00
2.270971999999999753e+03,6.969999999999999529e-01
2.271023999999999887e+03,7.129999999999999671e-01
2.271076000000000022e+03,1.400000000000000133e+00
2.271126999999999953e+03,1.909999999999999920e+00
2.271179000000000087e+03,3.319999999999999840e+00
2.271230000000000018e+03,4.839999999999999858e+00
2.271282000000000153e+03,5.559999999999999609e+00
2.271333999999999833e+03,7.249999999999999112e+00
2.271384999999999764e+03,9.089999999999999858e+00
2.271436999999999898e+03,9.030000000000001137e+00
2.271487999999999829e+03,8.890000000000000568e+00
2.271539999999999964e+03,9.830000000000000071e+00
2.271590999999999894e+03,8.820000000000000284e+00
2.271643000000000029e+03,8.480000000000000426e+00
2.271695000000000164e+03,9.939999999999999503e+00
2.271746000000000095e+03,1.050000000000000000e+01
2.271797999999999774e+03,9.359999999999999432e+00
2.271849999999999909e+03,8.480000000000000426e+00
2.271900999999999840e+03,8.070000000000000284e+00
2.271952999999999975e+03,7.370000000000000107e+00
2.272003999999999905e+03,7.870000000000000995e+00
2.272056000000000040e+03,1.019999999999999929e+01
2.272108000000000175e+03,1.230000000000000071e+01
2.272159000000000106e+03,1.250000000000000000e+01
2.272211000000000240e+03,1.200000000000000000e+01
2.272262000000000171e+03,1.080000000000000071e+01
2.272314000000000306e+03,8.419999999999999929e+00
2.272365999999999985e+03,5.970000000000000639e+00
2.272416999999999916e+03,4.279999999999999361e+00
2.272469000000000051e+03,2.900000000000000355e+00
2.272521000000000186e+03,1.679999999999999938e+00
2.272572000000000116e+03,1.090000000000000080e+00
2.272624000000000251e+03,1.129999999999999893e+00
2.272675999999999931e+03,1.069999999999999840e+00
2.272726999999999862e+03,1.050000000000000044e+00
2.272778999999999996e+03,1.229999999999999982e+00
2.272831000000000131e+03,1.739999999999999769e+00
2.272882000000000062e+03,2.109999999999999876e+00
2.272933999999999742e+03,2.830000000000000071e+00
2.272985999999999876e+03,4.320000000000000284e+00
2.273036999999999807e+03,5.589999999999999858e+00
2.273088999999999942e+03,6.510000000000000675e+00
2.273141000000000076e+03,6.540000000000000036e+00
2.273192000000000007e+03,6.179999999999999716e+00
2.273244000000000142e+03,5.549999999999999822e+00
2.273295999999999822e+03,5.179999999999999716e+00
2.273346999999999753e+03,4.330000000000000071e+00
2.273398999999999887e+03,3.899999999999999911e+00
2.273451000000000022e+03,3.599999999999999645e+00
2.273501999999999953e+03,2.779999999999999805e+00
2.273554000000000087e+03,1.830000000000000071e+00
2.273606000000000222e+03,1.859999999999999876e+00
2.273657000000000153e+03,2.029999999999999805e+00
2.273708999999999833e+03,2.510000000000000231e+00
2.273760999999999967e+03,4.139999999999999680e+00
2.273813000000000102e+03,5.870000000000000107e+00
2.273864000000000033e+03,6.030000000000000249e+00
2.273916000000000167e+03,6.389999999999999680e+00
2.273968000000000302e+03,7.169999999999999929e+00
2.274019000000000233e+03,6.550000000000000711e+00
2.274070999999999913e+03,4.979999999999999538e+00
2.274123000000000047e+03,4.339999999999999858e+00
2.274173999999999978e+03,4.150000000000000355e+00
2.274225999999999658e+03,3.670000000000000373e+00
2.274277999999999793e+03,4.620000000000000107e+00
2.274329999999999927e+03,7.129999999999999893e+00
2.274380999999999858e+03,1.019999999999999929e+01
2.274432999999999993e+03,1.219999999999999929e+01
2.274485000000000127e+03,1.219999999999999929e+01
2.274536999999999807e+03,1.100000000000000000e+01
2.274587999999999738e+03,8.709999999999999076e+00
2.274639999999999873e+03,5.910000000000000142e+00
2.274692000000000007e+03,3.500000000000000444e+00
2.274744000000000142e+03,2.779999999999999805e+00
2.274795000000000073e+03,2.540000000000000036e+00
2.274847000000000207e+03,3.419999999999999929e+00
2.274898999999999887e+03,3.450000000000000178e+00
2.274951000000000022e+03,3.860000000000000320e+00
2.275001999999999953e+03,4.919999999999999929e+00
2.275054000000000087e+03,4.709999999999999964e+00
2.275106000000000222e+03,3.370000000000000107e+00
2.275158000000000357e+03,3.239999999999999769e+00
2.275209000000000287e+03,2.949999999999999734e+00
2.275260999999999967e+03,1.709999999999999964e+00
2.275313000000000102e+03,1.129999999999999893e+00
2.275364999999999782e+03,1.379999999999999893e+00
2.275415999999999713e+03,1.640000000000000124e+00
2.275467999999999847e+03,1.899999999999999911e+00
2.275519999999999982e+03,3.239999999999999769e+00
2.275572000000000116e+03,4.500000000000000000e+00
2.275623999999999796e+03,4.959999999999999964e+00
2.275675000000000182e+03,5.310000000000000497e+00
2.275726999999999862e+03,5.120000000000000107e+00
2.275778999999999996e+03,3.810000000000000053e+00
2.275831000000000131e+03,2.560000000000000053e+00
2.275882000000000062e+03,1.919999999999999929e+00
2.275934000000000196e+03,2.000000000000000000e+00
2.275985999999999876e+03,2.850000000000000089e+00
2.276038000000000011e+03,3.250000000000000000e+00
2.276090000000000146e+03,3.529999999999999805e+00
2.276141000000000076e+03,4.130000000000000782e+00
2.276193000000000211e+03,3.470000000000000195e+00
2.276244999999999891e+03,2.859999999999999876e+00
2.276297000000000025e+03,2.610000000000000320e+00
2.276348999999999705e+03,2.270000000000000018e+00
2.276400999999999840e+03,1.669999999999999929e+00
2.276451999999999771e+03,1.859999999999999876e+00
2.276503999999999905e+03,1.839999999999999858e+00
2.276556000000000040e+03,1.939999999999999947e+00
2.276608000000000175e+03,1.909999999999999920e+00
2.276659999999999854e+03,1.629999999999999893e+00
2.276711999999999989e+03,1.389999999999999902e+00
2.276762999999999920e+03,1.429999999999999938e+00
2.276815000000000055e+03,1.379999999999999893e+00
2.276867000000000189e+03,1.780000000000000027e+00
2.276918999999999869e+03,2.250000000000000000e+00
2.276971000000000004e+03,2.209999999999999964e+00
2.277023000000000138e+03,2.100000000000000089e+00
2.277074000000000069e+03,2.439999999999999947e+00
2.277126000000000204e+03,2.589999999999999858e+00
2.277177999999999884e+03,2.370000000000000107e+00
2.277230000000000018e+03,2.259999999999999787e+00
2.277281999999999698e+03,2.139999999999999680e+00
2.277333999999999833e+03,1.859999999999999876e+00
2.277385999999999967e+03,1.569999999999999840e+00
2.277436999999999898e+03,1.450000000000000178e+00
2.277489000000000033e+03,1.479999999999999982e+00
2.277541000000000167e+03,1.439999999999999947e+00
2.277592999999999847e+03,1.280000000000000027e+00
2.277644999999999982e+03,1.040000000000000036e+00
2.277697000000000116e+03,8.399999999999999689e-01
2.277748999999999796e+03,6.590000000000000302e-01
2.277800999999999931e+03,5.700000000000000622e-01
2.277851999999999862e+03,5.450000000000000400e-01
2.277903999999999996e+03,6.520000000000000240e-01
2.277956000000000131e+03,9.379999999999999449e-01
2.278008000000000266e+03,1.270000000000000018e+00
2.278059999999999945e+03,1.580000000000000071e+00
2.278112000000000080e+03,1.870000000000000107e+00
2.278163999999999760e+03,2.080000000000000071e+00
2.278215999999999894e+03,2.120000000000000107e+00
2.278268000000000029e+03,1.799999999999999822e+00
2.278319999999999709e+03,1.540000000000000036e+00
2.278371000000000095e+03,1.760000000000000009e+00
2.278422999999999774e+03,2.199999999999999734e+00
2.278474999999999909e+03,2.620000000000000107e+00
2.278527000000000044e+03,3.660000000000000142e+00
2.278579000000000178e+03,4.610000000000000320e+00
2.278630999999999858e+03,4.580000000000000071e+00
2.278682999999999993e+03,4.959999999999999964e+00
2.278735000000000127e+03,5.870000000000000107e+00
2.278787000000000262e+03,6.429999999999999716e+00
2.278838999999999942e+03,6.479999999999999538e+00
2.278891000000000076e+03,6.250000000000000000e+00
2.278942999999999756e+03,5.830000000000000071e+00
2.278994999999999891e+03,5.559999999999999609e+00
2.279045999999999822e+03,5.620000000000000107e+00
2.279097999999999956e+03,6.200000000000000178e+00
2.279150000000000091e+03,7.190000000000000391e+00
2.279201999999999771e+03,6.890000000000000568e+00
2.279253999999999905e+03,5.860000000000000320e+00
2.279306000000000040e+03,4.530000000000000249e+00
2.279358000000000175e+03,2.859999999999999876e+00
2.279409999999999854e+03,1.559999999999999831e+00
2.279461999999999989e+03,1.219999999999999973e+00
2.279514000000000124e+03,1.250000000000000000e+00
2.279566000000000258e+03,1.619999999999999885e+00
2.279617999999999938e+03,2.649999999999999911e+00
2.279670000000000073e+03,3.740000000000000213e+00
2.279721999999999753e+03,4.229999999999999538e+00
2.279773999999999887e+03,4.549999999999999822e+00
2.279826000000000022e+03,5.280000000000000249e+00
2.279877999999999702e+03,5.850000000000000533e+00
2.279929999999999836e+03,5.830000000000000071e+00
2.279981999999999971e+03,6.569999999999999396e+00
2.280034000000000106e+03,6.469999999999999751e+00
2.280086000000000240e+03,5.360000000000000320e+00
2.280137999999999920e+03,4.760000000000000675e+00
2.280190000000000055e+03,4.530000000000000249e+00
2.280242000000000189e+03,3.719999999999999751e+00
2.280293999999999869e+03,3.860000000000000320e+00
2.280346000000000004e+03,4.009999999999999787e+00
2.280398000000000138e+03,3.239999999999999769e+00
2.280449999999999818e+03,2.510000000000000231e+00
2.280501999999999953e+03,1.959999999999999964e+00
2.280554000000000087e+03,1.280000000000000027e+00
2.280605999999999767e+03,1.000000000000000000e+00
2.280657999999999902e+03,1.090000000000000080e+00
2.280710000000000036e+03,1.320000000000000062e+00
2.280762000000000171e+03,1.650000000000000133e+00
2.280813999999999851e+03,1.679999999999999938e+00
2.280865999999999985e+03,1.679999999999999938e+00
2.280918000000000120e+03,1.770000000000000018e+00
2.280970000000000255e+03,2.220000000000000195e+00
2.281021999999999935e+03,3.699999999999999734e+00
2.281074000000000069e+03,6.099999999999999645e+00
2.281125999999999749e+03,8.519999999999999574e+00
2.281177999999999884e+03,1.080000000000000071e+01
2.281230000000000018e+03,1.269999999999999929e+01
2.281282000000000153e+03,1.360000000000000142e+01
2.281333999999999833e+03,1.360000000000000142e+01
2.281385999999999967e+03,1.230000000000000071e+01
2.281438000000000102e+03,1.150000000000000000e+01
2.281489999999999782e+03,1.140000000000000036e+01
2.281541999999999916e+03,9.669999999999999929e+00
2.281594000000000051e+03,7.670000000000000817e+00
2.281646000000000186e+03,7.750000000000000000e+00
2.281698000000000320e+03,9.030000000000001137e+00
2.281750999999999749e+03,9.000000000000000000e+00
2.281802999999999884e+03,9.849999999999999645e+00
2.281855000000000018e+03,1.170000000000000107e+01
2.281907000000000153e+03,1.380000000000000071e+01
2.281958999999999833e+03,1.429999999999999893e+01
2.282010999999999967e+03,1.569999999999999929e+01
2.282063000000000102e+03,1.759999999999999787e+01
2.282114999999999782e+03,1.919999999999999929e+01
2.282166999999999916e+03,1.889999999999999858e+01
2.282219000000000051e+03,1.640000000000000213e+01
2.282271000000000186e+03,1.320000000000000107e+01
2.282323000000000320e+03,9.750000000000000000e+00
2.282375000000000000e+03,6.429999999999999716e+00
2.282427999999999884e+03,4.059999999999999609e+00
2.282480000000000018e+03,3.850000000000000089e+00
2.282532000000000153e+03,3.740000000000000213e+00
2.282583999999999833e+03,3.640000000000000124e+00
2.282635999999999967e+03,3.529999999999999805e+00
2.282688000000000102e+03,4.330000000000000071e+00
2.282739999999999782e+03,5.480000000000000426e+00
2.282791999999999916e+03,6.469999999999999751e+00
2.282844000000000051e+03,7.080000000000000071e+00
2.282896999999999935e+03,7.340000000000000746e+00
2.282949000000000069e+03,7.330000000000000071e+00
2.283000999999999749e+03,7.299999999999999822e+00
2.283052999999999884e+03,7.280000000000000249e+00
2.283105000000000018e+03,7.209999999999999964e+00
2.283157000000000153e+03,7.070000000000000284e+00
2.283208999999999833e+03,5.949999999999999289e+00
2.283260999999999967e+03,5.209999999999999964e+00
2.283313999999999851e+03,5.860000000000000320e+00
2.283365999999999985e+03,6.800000000000000711e+00
2.283418000000000120e+03,6.950000000000001066e+00
2.283470000000000255e+03,6.580000000000000071e+00
2.283521999999999935e+03,5.809999999999999609e+00
2.283574000000000069e+03,4.339999999999999858e+00
2.283625999999999749e+03,3.160000000000000142e+00
2.283679000000000087e+03,2.419999999999999929e+00
2.283730999999999767e+03,2.350000000000000089e+00
2.283782999999999902e+03,2.100000000000000089e+00
2.283835000000000036e+03,1.780000000000000027e+00
2.283887000000000171e+03,1.450000000000000178e+00
2.283938999999999851e+03,1.580000000000000071e+00
2.283992000000000189e+03,2.199999999999999734e+00
2.284043999999999869e+03,2.380000000000000338e+00
2.284096000000000004e+03,1.930000000000000160e+00
2.284148000000000138e+03,2.139999999999999680e+00
2.284199999999999818e+03,2.209999999999999964e+00
2.284251999999999953e+03,1.530000000000000027e+00
