# Measured spectrum of Vega from The Astronomical Journal, 127:3508-3515, 2004 June by R. C. Bohlin and R. L. Gilliland
# Wavelength [A],Flux [erg cm^-2 A^-1 s^-1]
3.966953500000000349e+04,4.324177000000000145e-12
3.970930500000000029e+04,4.307631500000000354e-12
3.974911299999999756e+04,4.290258700000000398e-12
3.978895999999999913e+04,4.272885999999999692e-12
3.982884999999999854e+04,4.254685600000000205e-12
3.986877999999999884e+04,4.237312800000000249e-12
3.990874599999999919e+04,4.218285399999999962e-12
3.994875400000000081e+04,4.200085600000000014e-12
3.998880500000000029e+04,4.179403400000000088e-12
4.002889499999999680e+04,4.155412599999999846e-12
4.006901999999999680e+04,4.124803399999999896e-12
4.010919000000000233e+04,4.082612300000000226e-12
4.014940200000000186e+04,4.021393500000000095e-12
4.018965200000000186e+04,3.956866000000000398e-12
4.022994000000000233e+04,3.941975200000000189e-12
4.027026999999999680e+04,3.974238999999999662e-12
4.031063999999999942e+04,3.998229699999999846e-12
4.035105500000000029e+04,3.999884600000000350e-12
4.039150800000000163e+04,3.980856999999999947e-12
4.043200000000000000e+04,3.931220399999999710e-12
4.047252999999999884e+04,3.822846999999999897e-12
4.051310500000000320e+04,3.703718999999999720e-12
4.055372000000000116e+04,3.735983000000000117e-12
4.059437500000000000e+04,3.840219999999999968e-12
4.063506999999999971e+04,3.889029300000000040e-12
4.067580999999999767e+04,3.899783700000000287e-12
4.071658600000000297e+04,3.896474699999999741e-12
4.075740200000000186e+04,3.887374999999999882e-12
4.079826000000000204e+04,3.874965499999999823e-12
4.083916399999999703e+04,3.861728999999999771e-12
4.088010500000000320e+04,3.848492699999999835e-12
4.092108600000000297e+04,3.835256299999999841e-12
4.096211000000000058e+04,3.821192499999999623e-12
4.100316999999999825e+04,3.807129000000000387e-12
4.104427999999999884e+04,3.793065300000000228e-12
4.108543000000000029e+04,3.778174399999999961e-12
4.112661699999999837e+04,3.763283000000000212e-12
4.116784799999999814e+04,3.749219700000000284e-12
4.120911699999999837e+04,3.734328399999999786e-12
4.125043000000000029e+04,3.719437500000000326e-12
4.129177999999999884e+04,3.704546700000000117e-12
4.133318000000000029e+04,3.688828300000000376e-12
4.137461299999999756e+04,3.673109999999999886e-12
4.141609399999999732e+04,3.656564600000000153e-12
4.145761299999999756e+04,3.638364299999999916e-12
4.149916999999999825e+04,3.617682499999999817e-12
4.154077700000000186e+04,3.592036799999999879e-12
4.158241999999999825e+04,3.556463999999999859e-12
4.162410500000000320e+04,3.502691000000000064e-12
4.166583600000000297e+04,3.426581500000000185e-12
4.170759999999999854e+04,3.375290300000000021e-12
4.174941799999999785e+04,3.399281299999999974e-12
4.179126999999999680e+04,3.447263299999999880e-12
4.183316399999999703e+04,3.473736299999999984e-12
4.187509999999999854e+04,3.482008999999999850e-12
4.191708600000000297e+04,3.480354499999999981e-12
4.195910500000000320e+04,3.472908999999999818e-12
4.200116999999999825e+04,3.462981599999999967e-12
4.204327700000000186e+04,3.451399799999999900e-12
4.208542599999999948e+04,3.440645099999999883e-12
4.212761699999999837e+04,3.429063200000000163e-12
4.216984799999999814e+04,3.416654099999999930e-12
4.221212500000000000e+04,3.403417699999999936e-12
4.225444499999999971e+04,3.391008600000000108e-12
4.229680000000000291e+04,3.377771999999999998e-12
4.233920300000000134e+04,3.365362999999999824e-12
4.238165000000000146e+04,3.352126500000000176e-12
4.242413700000000244e+04,3.339717399999999944e-12
4.246666399999999703e+04,3.326480999999999950e-12
4.250923999999999796e+04,3.314071700000000006e-12
4.255185500000000320e+04,3.300835300000000012e-12
4.259451000000000204e+04,3.288426200000000183e-12
4.263722000000000116e+04,3.276016999999999893e-12
4.267995999999999913e+04,3.262780699999999957e-12
4.272274199999999837e+04,3.250371500000000071e-12
4.276558000000000175e+04,3.237962200000000127e-12
4.280844499999999971e+04,3.225552999999999837e-12
4.285136299999999756e+04,3.213144000000000066e-12
4.289431999999999971e+04,3.199907600000000072e-12
4.293732400000000052e+04,3.187498400000000186e-12
4.298036699999999837e+04,3.175089299999999954e-12
4.302345700000000215e+04,3.162680200000000125e-12
4.306658600000000297e+04,3.150270800000000124e-12
4.310976000000000204e+04,3.137861699999999891e-12
4.315297699999999895e+04,3.125452600000000063e-12
4.319624199999999837e+04,3.113043499999999831e-12
4.323954699999999866e+04,3.100634299999999944e-12
4.328288999999999942e+04,3.088225200000000116e-12
4.332628500000000349e+04,3.075815999999999826e-12
4.336972000000000116e+04,3.062579500000000178e-12
4.341319499999999971e+04,3.049343100000000184e-12
4.345672000000000116e+04,3.035279500000000082e-12
4.350027999999999884e+04,3.019561199999999996e-12
4.354388999999999942e+04,3.002188299999999982e-12
4.358754299999999785e+04,2.979851799999999898e-12
4.363124199999999837e+04,2.949242599999999948e-12
4.367498000000000320e+04,2.902087899999999804e-12
4.371876600000000326e+04,2.832596599999999922e-12
4.376259399999999732e+04,2.782132599999999866e-12
4.380646499999999651e+04,2.805296400000000115e-12
4.385038300000000163e+04,2.853278400000000021e-12
4.389433999999999651e+04,2.879751300000000067e-12
4.393834399999999732e+04,2.888023999999999933e-12
4.398238999999999942e+04,2.887196799999999825e-12
4.402648399999999674e+04,2.881405799999999936e-12
4.407062500000000000e+04,2.873960399999999831e-12
4.411480500000000029e+04,2.864860300000000145e-12
4.415902700000000186e+04,2.855760300000000114e-12
4.420330000000000291e+04,2.845005700000000154e-12
4.424761299999999756e+04,2.835078299999999899e-12
4.429197299999999814e+04,2.824323699999999940e-12
4.433637000000000262e+04,2.813569300000000097e-12
4.438081999999999971e+04,2.802814600000000080e-12
4.442531199999999808e+04,2.792887199999999825e-12
4.446984799999999814e+04,2.781305400000000162e-12
4.451443000000000029e+04,2.771377999999999907e-12
4.455905999999999767e+04,2.760623500000000005e-12
4.460372699999999895e+04,2.749869000000000104e-12
4.464844000000000233e+04,2.739114300000000087e-12
4.469320300000000134e+04,2.728359600000000071e-12
4.473800800000000163e+04,2.717605000000000112e-12
4.478285500000000320e+04,2.706850400000000152e-12
4.482775400000000081e+04,2.696923200000000013e-12
4.487269000000000233e+04,2.686168600000000054e-12
4.491767599999999948e+04,2.675414000000000095e-12
4.496270300000000134e+04,2.664659300000000078e-12
4.500777999999999884e+04,2.654731999999999880e-12
4.505290000000000146e+04,2.644804700000000087e-12
4.509806599999999889e+04,2.634050000000000070e-12
4.514327700000000186e+04,2.624122699999999873e-12
4.518853500000000349e+04,2.614195300000000022e-12
4.523383600000000297e+04,2.603440999999999832e-12
4.527918400000000111e+04,2.593513499999999923e-12
4.532457400000000052e+04,2.583586100000000072e-12
4.537001600000000326e+04,2.573658699999999816e-12
4.541550000000000000e+04,2.563731600000000138e-12
4.546102300000000105e+04,2.553804199999999883e-12
4.550659999999999854e+04,2.543876800000000032e-12
4.555222299999999814e+04,2.533949599999999892e-12
4.559788700000000244e+04,2.524022200000000041e-12
4.564359799999999814e+04,2.514094800000000190e-12
4.568935500000000320e+04,2.504167700000000108e-12
4.573516000000000349e+04,2.494240299999999853e-12
4.578101000000000204e+04,2.484312900000000001e-12
4.582690600000000268e+04,2.474385500000000150e-12
4.587284799999999814e+04,2.464458300000000010e-12
4.591883200000000215e+04,2.454530999999999813e-12
4.596486699999999837e+04,2.444603499999999904e-12
4.601094499999999971e+04,2.435503599999999930e-12
4.605707400000000052e+04,2.424748999999999971e-12
4.610324599999999919e+04,2.414821600000000120e-12
4.614947000000000116e+04,2.404067000000000160e-12
4.619573399999999674e+04,2.393312499999999855e-12
4.624204000000000087e+04,2.381730700000000192e-12
4.628840000000000146e+04,2.369321300000000191e-12
4.633480500000000029e+04,2.353603199999999816e-12
4.638125400000000081e+04,2.332921200000000005e-12
4.642775000000000000e+04,2.301484699999999890e-12
4.647429699999999866e+04,2.244402599999999894e-12
4.652088300000000163e+04,2.176565799999999882e-12
4.656752300000000105e+04,2.176565799999999882e-12
4.661420999999999913e+04,2.213793399999999944e-12
4.666093800000000192e+04,2.201384300000000116e-12
4.670771499999999651e+04,2.157538500000000056e-12
4.675454000000000087e+04,2.160020400000000149e-12
4.680141000000000349e+04,2.201384300000000116e-12
4.684833000000000175e+04,2.228684299999999808e-12
4.689529699999999866e+04,2.238611600000000005e-12
4.694230999999999767e+04,2.239438900000000171e-12
4.698937000000000262e+04,2.236130000000000086e-12
4.703647699999999895e+04,2.230339000000000196e-12
4.708362999999999738e+04,2.223720600000000084e-12
4.713083000000000175e+04,2.216275099999999921e-12
4.717808200000000215e+04,2.208829699999999817e-12
4.722537500000000000e+04,2.200556799999999835e-12
4.727272000000000116e+04,2.193111400000000134e-12
4.732011000000000058e+04,2.184838699999999864e-12
4.736754699999999866e+04,2.176565799999999882e-12
4.741503500000000349e+04,2.168292999999999958e-12
4.746256999999999971e+04,2.160020400000000149e-12
4.751015000000000146e+04,2.151747500000000167e-12
4.755777700000000186e+04,2.143474899999999955e-12
4.760545300000000134e+04,2.135201999999999973e-12
4.765318000000000029e+04,2.126929300000000106e-12
4.770095300000000134e+04,2.118656400000000125e-12
4.774876999999999680e+04,2.110383699999999854e-12
4.779663999999999942e+04,2.102938300000000153e-12
4.784455500000000029e+04,2.094665400000000172e-12
4.789251999999999680e+04,2.086392699999999901e-12
4.794052999999999884e+04,2.078119799999999919e-12
4.798859399999999732e+04,2.069847100000000053e-12
4.803670300000000134e+04,2.062401699999999948e-12
4.808486000000000058e+04,2.054128799999999966e-12
4.813306199999999808e+04,2.045856000000000042e-12
4.818131999999999971e+04,2.038410699999999995e-12
4.822961699999999837e+04,2.030137800000000013e-12
4.827797000000000116e+04,2.022692299999999851e-12
4.832636699999999837e+04,2.014419700000000042e-12
4.837481199999999808e+04,2.006974000000000168e-12
4.842331199999999808e+04,1.998701299999999898e-12
4.847185500000000320e+04,1.991255999999999851e-12
4.852044999999999709e+04,1.983810299999999977e-12
4.856909399999999732e+04,1.975537600000000110e-12
4.861777999999999884e+04,1.968092099999999948e-12
4.866651999999999680e+04,1.960646500000000132e-12
4.871530999999999767e+04,1.953200999999999969e-12
4.876414499999999680e+04,1.944928400000000160e-12
4.881302999999999884e+04,1.937482699999999882e-12
4.886197000000000116e+04,1.930037300000000182e-12
4.891095300000000134e+04,1.922591900000000077e-12
4.895998399999999674e+04,1.915146399999999914e-12
4.900906599999999889e+04,1.907700800000000098e-12
4.905819999999999709e+04,1.900255299999999935e-12
4.910737999999999738e+04,1.892809999999999888e-12
4.915661000000000058e+04,1.885364300000000014e-12
4.920588999999999942e+04,1.877918799999999852e-12
4.925522000000000116e+04,1.870473400000000151e-12
4.930459399999999732e+04,1.863855200000000154e-12
4.935402300000000105e+04,1.856409599999999934e-12
4.940350000000000000e+04,1.848964100000000175e-12
4.945302700000000186e+04,1.842345999999999832e-12
4.950261000000000058e+04,1.834900500000000073e-12
4.955223000000000320e+04,1.827454899999999853e-12
4.960191000000000349e+04,1.820009400000000095e-12
4.965163700000000244e+04,1.813391200000000098e-12
4.970141000000000349e+04,1.805945799999999993e-12
4.975123399999999674e+04,1.799327499999999938e-12
4.980111299999999756e+04,1.791882100000000035e-12
4.985103500000000349e+04,1.785263799999999981e-12
4.990101000000000204e+04,1.778645599999999984e-12
4.995104000000000087e+04,1.771200200000000081e-12
5.000111299999999756e+04,1.764581900000000026e-12
5.005124199999999837e+04,1.757963700000000029e-12
5.010141399999999703e+04,1.750518200000000069e-12
5.015164499999999680e+04,1.743072699999999906e-12
5.020191799999999785e+04,1.736454499999999909e-12
5.025224599999999919e+04,1.729008999999999949e-12
5.030262500000000000e+04,1.722390799999999952e-12
5.035305500000000029e+04,1.716599800000000062e-12
5.040353500000000349e+04,1.709981699999999921e-12
5.045406199999999808e+04,1.703363400000000068e-12
5.050464499999999680e+04,1.696745200000000071e-12
5.055527300000000105e+04,1.690127000000000074e-12
5.060595700000000215e+04,1.683508800000000077e-12
5.065668800000000192e+04,1.676890500000000023e-12
5.070747000000000116e+04,1.669445099999999918e-12
5.075830500000000029e+04,1.662826800000000065e-12
5.080918800000000192e+04,1.655381299999999903e-12
5.086012500000000000e+04,1.647935799999999942e-12
5.091111299999999756e+04,1.640490400000000039e-12
5.096215200000000186e+04,1.633044800000000021e-12
5.101324199999999837e+04,1.624772000000000097e-12
5.106438300000000163e+04,1.614844799999999957e-12
5.111558000000000175e+04,1.601608299999999906e-12
5.116681999999999971e+04,1.580099099999999987e-12
5.121811699999999837e+04,1.543699000000000004e-12
5.126945999999999913e+04,1.504816900000000072e-12
5.132086000000000058e+04,1.507298699999999905e-12
5.137230999999999767e+04,1.537907999999999913e-12
5.142380999999999767e+04,1.556108100000000034e-12
5.147536000000000058e+04,1.561071799999999960e-12
5.152695999999999913e+04,1.560244399999999939e-12
5.157862500000000000e+04,1.556935399999999998e-12
5.163033000000000175e+04,1.551971700000000072e-12
5.168208999999999651e+04,1.546180699999999981e-12
5.173390200000000186e+04,1.541217099999999911e-12
5.178576000000000204e+04,1.536253399999999986e-12
5.183767599999999948e+04,1.531289700000000060e-12
5.188964499999999680e+04,1.526326200000000048e-12
5.194166399999999703e+04,1.520535199999999957e-12
5.199373399999999674e+04,1.515571500000000031e-12
5.204586000000000058e+04,1.509780599999999998e-12
5.209804000000000087e+04,1.503989599999999907e-12
5.215026600000000326e+04,1.498198700000000075e-12
5.220254299999999785e+04,1.492407800000000042e-12
5.225487999999999738e+04,1.486616799999999951e-12
5.230726600000000326e+04,1.480825899999999917e-12
5.235970300000000134e+04,1.474207699999999920e-12
5.241219000000000233e+04,1.468416800000000089e-12
5.246473399999999674e+04,1.461798500000000034e-12
5.251733600000000297e+04,1.455180300000000037e-12
5.256998000000000320e+04,1.447734800000000077e-12
5.262268000000000029e+04,1.441116500000000022e-12
5.267543400000000111e+04,1.436153000000000010e-12
5.272824199999999837e+04,1.432016499999999990e-12
5.278109999999999854e+04,1.427052899999999920e-12
5.283401999999999680e+04,1.422916499999999958e-12
5.288698399999999674e+04,1.417952800000000032e-12
5.294000000000000000e+04,1.412989199999999963e-12
5.299308000000000175e+04,1.407198299999999929e-12
5.304620300000000134e+04,1.402234600000000004e-12
5.309937999999999738e+04,1.397270900000000078e-12
5.315261299999999756e+04,1.391479899999999987e-12
5.320590000000000146e+04,1.386516299999999917e-12
5.325923999999999796e+04,1.380725400000000085e-12
5.331262500000000000e+04,1.374934500000000052e-12
5.336607400000000052e+04,1.369970799999999924e-12
5.341957400000000052e+04,1.364179800000000035e-12
5.347312500000000000e+04,1.358388900000000002e-12
5.352673399999999674e+04,1.352597899999999911e-12
5.358039499999999680e+04,1.346807000000000079e-12
5.363411000000000058e+04,1.340188800000000082e-12
5.368787500000000000e+04,1.333570600000000085e-12
5.374169999999999709e+04,1.325297799999999959e-12
5.379558000000000175e+04,1.318679499999999905e-12
5.384950800000000163e+04,1.315370399999999906e-12
5.390349199999999837e+04,1.312061399999999965e-12
5.395752999999999884e+04,1.308752299999999967e-12
5.401162000000000262e+04,1.305443199999999968e-12
5.406576600000000326e+04,1.301306699999999948e-12
5.411997000000000116e+04,1.296343100000000081e-12
5.417422299999999814e+04,1.291379399999999953e-12
5.422853500000000349e+04,1.287243100000000049e-12
5.428289499999999680e+04,1.282279399999999921e-12
5.433731199999999808e+04,1.277315699999999995e-12
5.439179000000000087e+04,1.272352099999999926e-12
5.444631999999999971e+04,1.267388400000000000e-12
5.450090000000000146e+04,1.262424700000000074e-12
5.455554000000000087e+04,1.257460999999999947e-12
5.461023000000000320e+04,1.252497499999999935e-12
5.466497699999999895e+04,1.247533800000000009e-12
5.471977300000000105e+04,1.242570100000000083e-12
5.477463300000000163e+04,1.237606500000000014e-12
5.482954699999999866e+04,1.232642800000000088e-12
5.488451000000000204e+04,1.227679099999999960e-12
5.493953500000000349e+04,1.221888199999999927e-12
5.499461000000000058e+04,1.216924500000000001e-12
5.504974199999999837e+04,1.211133599999999968e-12
5.510493000000000029e+04,1.203688100000000007e-12
5.516017599999999948e+04,1.195415300000000083e-12
5.521547299999999814e+04,1.187142499999999957e-12
5.527082400000000052e+04,1.182178900000000089e-12
5.532623399999999674e+04,1.180524299999999960e-12
5.538169999999999709e+04,1.179697100000000054e-12
5.543722000000000116e+04,1.177215199999999962e-12
5.549279299999999785e+04,1.173906099999999963e-12
5.554843000000000029e+04,1.170596999999999965e-12
5.560411699999999837e+04,1.166460600000000003e-12
5.565986000000000058e+04,1.162324300000000098e-12
5.571565600000000268e+04,1.158187800000000079e-12
5.577151600000000326e+04,1.153224200000000009e-12
5.582741999999999825e+04,1.149087800000000047e-12
5.588338999999999942e+04,1.144951400000000085e-12
5.593941399999999703e+04,1.140814999999999921e-12
5.599549199999999837e+04,1.135851400000000053e-12
5.605162500000000000e+04,1.131715000000000091e-12
5.610781599999999889e+04,1.127578599999999927e-12
5.616406599999999889e+04,1.122614900000000001e-12
5.622037000000000262e+04,1.118478600000000097e-12
5.627673399999999674e+04,1.114342100000000077e-12
5.633315000000000146e+04,1.109378500000000007e-12
5.638962500000000000e+04,1.105242100000000045e-12
5.644615600000000268e+04,1.101105799999999939e-12
5.650274199999999837e+04,1.096969299999999919e-12
5.655938300000000163e+04,1.092005700000000051e-12
5.661608999999999651e+04,1.087869300000000089e-12
5.667284799999999814e+04,1.083732899999999925e-12
5.672965600000000268e+04,1.078769199999999999e-12
5.678652999999999884e+04,1.073805500000000074e-12
5.684345999999999913e+04,1.068842000000000062e-12
5.690044499999999971e+04,1.063050999999999970e-12
5.695749199999999837e+04,1.056432699999999916e-12
5.701458999999999651e+04,1.047332700000000086e-12
5.707174199999999837e+04,1.037405400000000090e-12
5.712895999999999913e+04,1.031614500000000057e-12
5.718623000000000320e+04,1.032441699999999963e-12
5.724355999999999767e+04,1.034096300000000092e-12
5.730094499999999971e+04,1.033268999999999926e-12
5.735839499999999680e+04,1.030787200000000093e-12
5.741589499999999680e+04,1.028305400000000058e-12
5.747345300000000134e+04,1.024996300000000060e-12
5.753106999999999971e+04,1.021687200000000061e-12
5.758874599999999919e+04,1.017550700000000042e-12
5.764648000000000320e+04,1.014241600000000043e-12
5.770426600000000326e+04,1.010105299999999937e-12
5.776211699999999837e+04,1.005968899999999975e-12
5.782002300000000105e+04,1.001832500000000013e-12
5.787798999999999796e+04,9.985234000000000142e-13
5.793601000000000204e+04,9.943870000000000522e-13
5.799409399999999732e+04,9.902506000000000901e-13
5.805223000000000320e+04,9.869415000000000916e-13
5.811043000000000029e+04,9.828050999999999276e-13
5.816868800000000192e+04,9.786688000000000233e-13
5.822699599999999919e+04,9.753597000000000248e-13
5.828537000000000262e+04,9.712232000000000050e-13
5.834380500000000029e+04,9.670869000000001007e-13
5.840229000000000087e+04,9.637777999999999002e-13
5.846083999999999651e+04,9.596413000000000824e-13
5.851944999999999709e+04,9.555049999999999761e-13
5.857811699999999837e+04,9.513684999999999563e-13
5.863683600000000297e+04,9.472322000000000520e-13
5.869562000000000262e+04,9.430958999999999457e-13
5.875445999999999913e+04,9.389593999999999259e-13
5.881336299999999756e+04,9.331685000000000945e-13
5.887232400000000052e+04,9.265503000000000975e-13
5.893134799999999814e+04,9.157956999999999365e-13
5.899042599999999948e+04,8.984228299999999805e-13
5.904956199999999808e+04,8.744317999999999697e-13
5.910875800000000163e+04,8.694682000000000009e-13
5.916801600000000326e+04,8.860136999999999933e-13
5.922733600000000297e+04,8.967682999999999524e-13
5.928670999999999913e+04,8.992501300000000450e-13
5.934613999999999942e+04,8.975956000000000169e-13
5.940563999999999942e+04,8.918046399999999690e-13
5.946519000000000233e+04,8.835318500000000305e-13
5.952480500000000029e+04,8.719500000000000358e-13
5.958447699999999895e+04,8.661590300000000024e-13
5.964421499999999651e+04,8.694682000000000009e-13
5.970400400000000081e+04,8.736045000000000062e-13
5.976386000000000058e+04,8.752591000000000343e-13
5.982377300000000105e+04,8.736045000000000062e-13
5.988374599999999919e+04,8.719500000000000358e-13
5.994377999999999884e+04,8.694682000000000009e-13
6.000387000000000262e+04,8.661590300000000024e-13
6.006402700000000186e+04,8.628499399999999894e-13
6.012424199999999837e+04,8.603681000000000122e-13
6.018451600000000326e+04,8.570590000000000137e-13
6.024484999999999854e+04,8.537499000000000152e-13
6.030525000000000000e+04,8.504408000000000167e-13
6.036570300000000134e+04,8.471316599999999750e-13
6.042622000000000116e+04,8.438225699999999620e-13
6.048679699999999866e+04,8.405135000000000213e-13
6.054743800000000192e+04,8.372043300000000227e-13
6.060813300000000163e+04,8.338952400000000098e-13
6.066888999999999942e+04,8.305861400000000113e-13
6.072970999999999913e+04,8.272770499999999984e-13
6.079059399999999732e+04,8.242988499999999738e-13
6.085154000000000087e+04,8.210724299999999832e-13
6.091254299999999785e+04,8.179288000000000438e-13
6.097361000000000058e+04,8.147024000000000243e-13
6.103473000000000320e+04,8.114760500000000337e-13
6.109591999999999825e+04,8.083324000000000222e-13
6.115716799999999785e+04,8.051886999999999818e-13
6.121848000000000320e+04,8.020450599999999558e-13
6.127984799999999814e+04,7.989841399999999810e-13
6.134128500000000349e+04,7.958404999999999550e-13
6.140277700000000186e+04,7.926968500000000445e-13
6.146433600000000297e+04,7.896359299999999687e-13
6.152595300000000134e+04,7.864923000000000293e-13
6.158763300000000163e+04,7.834313699999999679e-13
6.164937500000000000e+04,7.803703999999999642e-13
6.171117599999999948e+04,7.773094999999999606e-13
6.177304299999999785e+04,7.742485600000000146e-13
6.183497000000000116e+04,7.711876400000000398e-13
6.189695999999999913e+04,7.682094400000000152e-13
6.195901600000000326e+04,7.651484999999999683e-13
6.202112999999999738e+04,7.621703300000000014e-13
6.208330000000000291e+04,7.591094000000000410e-13
6.214554299999999785e+04,7.561312000000000164e-13
6.220784399999999732e+04,7.530703000000000127e-13
6.227020300000000134e+04,7.500094000000000091e-13
6.233263300000000163e+04,7.469484599999999622e-13
6.239512000000000262e+04,7.438047600000000227e-13
6.245766999999999825e+04,7.406611000000000256e-13
6.252027999999999884e+04,7.372693000000000481e-13
6.258296499999999651e+04,7.336292500000000468e-13
6.264570300000000134e+04,7.294101300000000336e-13
6.270850800000000163e+04,7.241156000000000331e-13
6.277136699999999837e+04,7.166700999999999716e-13
6.283429699999999866e+04,7.055845699999999810e-13
6.289729000000000087e+04,6.944162999999999680e-13
6.296034399999999732e+04,6.936718000000000412e-13
6.302345999999999913e+04,7.002900000000000382e-13
6.308663999999999942e+04,7.045090999999999793e-13
6.314988700000000244e+04,7.054191000000000229e-13
6.321319499999999971e+04,7.045917999999999583e-13
6.327656599999999889e+04,7.029372999999999880e-13
6.334000000000000000e+04,7.007864000000000279e-13
6.340350000000000000e+04,6.983872600000000297e-13
6.346706199999999808e+04,6.959053999999999803e-13
6.353068800000000192e+04,6.933408999999999664e-13
6.359437500000000000e+04,6.907762999999999956e-13
6.365812999999999738e+04,6.881290000000000459e-13
6.372194999999999709e+04,6.854817299999999519e-13
6.378583000000000175e+04,6.828345000000000022e-13
6.384977300000000105e+04,6.801871999999999514e-13
6.391378500000000349e+04,6.775399000000000017e-13
6.397785500000000320e+04,6.749753000000000310e-13
6.404199599999999919e+04,6.723279999999999802e-13
6.410619499999999971e+04,6.696807299999999872e-13
6.417046499999999651e+04,6.671162000000000165e-13
6.423479699999999866e+04,6.644688999999999658e-13
6.429918800000000192e+04,6.619043400000000384e-13
6.436365200000000186e+04,6.593397700000000244e-13
6.442816999999999825e+04,6.566925299999999881e-13
6.449276600000000326e+04,6.541279599999999741e-13
6.455741799999999785e+04,6.515634000000000467e-13
6.462213999999999942e+04,6.490815399999999973e-13
6.468691999999999825e+04,6.465170000000000410e-13
6.475177300000000105e+04,6.439524499999999982e-13
6.481668400000000111e+04,6.413878999999999554e-13
6.488166399999999703e+04,6.389060300000000214e-13
6.494670999999999913e+04,6.364242399999999721e-13
6.501181599999999889e+04,6.339423999999999948e-13
6.507699199999999837e+04,6.314605400000000465e-13
6.514223000000000320e+04,6.289787499999999971e-13
6.520753500000000349e+04,6.264969000000000343e-13
6.527290600000000268e+04,6.240977999999999784e-13
6.533833999999999651e+04,6.216160000000000445e-13
6.540384399999999732e+04,6.191341399999999951e-13
6.546941000000000349e+04,6.167349999999999969e-13
6.553504299999999785e+04,6.142531700000000052e-13
6.560074000000000524e+04,6.118541000000000071e-13
6.566650999999999476e+04,6.094549999999999512e-13
6.573233599999999569e+04,6.070558999999999963e-13
6.579823399999999674e+04,6.047395000000000204e-13
6.586419999999999709e+04,6.023403999999999645e-13
6.593022999999999593e+04,6.000240500000000175e-13
6.599632000000000698e+04,5.976249000000000337e-13
6.606248399999999674e+04,5.953084999999999569e-13
6.612871000000000640e+04,5.929094600000000164e-13
6.619500999999999476e+04,5.905930600000000405e-13
6.626136999999999534e+04,5.881940000000000279e-13
6.632780000000000291e+04,5.858775999999999511e-13
6.639428999999999360e+04,5.835611999999999752e-13
6.646085000000000582e+04,5.813276000000000361e-13
6.652747999999999593e+04,5.790111999999999593e-13
6.659416999999999825e+04,5.767775599999999769e-13
6.666092999999999302e+04,5.745439000000000233e-13
6.672775999999999476e+04,5.722275399999999898e-13
6.679466000000000349e+04,5.699938699999999497e-13
6.686161000000000058e+04,5.676775000000000315e-13
6.692863999999999942e+04,5.654438499999999626e-13
6.699573399999999674e+04,5.631274499999999867e-13
6.706289999999999418e+04,5.608111000000000397e-13
6.713013000000000466e+04,5.584119999999999838e-13
6.719742999999999302e+04,5.560129000000000289e-13
6.726480000000000291e+04,5.535310700000000372e-13
6.733222999999999593e+04,5.508838000000000442e-13
6.739973399999999674e+04,5.479882999999999986e-13
6.746730000000000291e+04,5.444310400000000486e-13
6.753492999999999302e+04,5.394673400000000220e-13
6.760263999999999942e+04,5.316909599999999577e-13
6.767041000000000349e+04,5.212673000000000159e-13
6.773825000000000000e+04,5.166344999999999631e-13
6.780616000000000349e+04,5.218463499999999557e-13
6.787413000000000466e+04,5.269754999999999693e-13
6.794217999999999302e+04,5.286300399999999829e-13
6.801028999999999360e+04,5.284645999999999816e-13
6.807847000000000116e+04,5.273064000000000441e-13
6.814672000000000116e+04,5.257345699999999951e-13
6.821502999999999884e+04,5.239973000000000456e-13
6.828341999999999825e+04,5.220945000000000227e-13
6.835187500000000000e+04,5.202745000000000365e-13
6.842039999999999418e+04,5.182890999999999912e-13
6.848899000000000524e+04,5.163862999999999683e-13
6.855764999999999418e+04,5.144836000000000031e-13
6.862637500000000000e+04,5.125808599999999946e-13
6.869516999999999825e+04,5.105953599999999926e-13
6.876405000000000291e+04,5.086099000000000339e-13
6.883297999999999593e+04,5.066244999999999886e-13
6.890198399999999674e+04,5.046389999999999866e-13
6.897105999999999767e+04,5.026535300000000424e-13
6.904019999999999709e+04,5.006681000000000404e-13
6.910941400000000431e+04,4.986826000000000384e-13
6.917869500000000698e+04,4.966971399999999787e-13
6.924805000000000291e+04,4.947116399999999767e-13
6.931747000000000116e+04,4.926434699999999524e-13
6.938696000000000640e+04,4.905753000000000291e-13
6.945652000000000407e+04,4.885898000000000271e-13
6.952616000000000349e+04,4.866870999999999609e-13
6.959585000000000582e+04,4.848670999999999747e-13
6.966561999999999534e+04,4.831297600000000253e-13
6.973546000000000640e+04,4.813097600000000391e-13
6.980537500000000000e+04,4.794897700000000385e-13
6.987535000000000582e+04,4.776697699999999513e-13
6.994539999999999418e+04,4.757669999999999861e-13
7.001552000000000407e+04,4.739469999999999999e-13
7.008571000000000640e+04,4.721270000000000137e-13
7.015597000000000116e+04,4.702243000000000485e-13
7.022630499999999302e+04,4.684042299999999613e-13
7.029671000000000640e+04,4.665015000000000393e-13
7.036717999999999302e+04,4.646814999999999522e-13
7.043772999999999593e+04,4.628614999999999660e-13
7.050833599999999569e+04,4.610414700000000231e-13
7.057902000000000407e+04,4.591387499999999857e-13
7.064977000000000407e+04,4.572360300000000493e-13
7.072061000000000058e+04,4.553332499999999975e-13
7.079150000000000000e+04,4.533478000000000244e-13
