# Measured spectrum of Vega from The Astronomical Journal, 127:3508-3515, 2004 June by R. C. Bohlin and R. L. Gilliland
# Wavelength [A],Flux [erg cm^-2 A^-1 s^-1]
3.259505599999999959e+03,3.336599999999999831e-09
3.262252700000000004e+03,3.345800000000000171e-09
3.265000000000000000e+03,3.357400000000000007e-09
3.267747299999999996e+03,3.349999999999999805e-09
3.270494599999999991e+03,3.332200000000000136e-09
3.273242000000000189e+03,3.320399999999999825e-09
3.275989300000000185e+03,3.297499999999999832e-09
3.278736600000000180e+03,3.286100000000000057e-09
3.281483999999999924e+03,3.309200000000000112e-09
3.284231200000000172e+03,3.323099999999999826e-09
3.286978500000000167e+03,3.302899999999999834e-09
3.289726000000000113e+03,3.324499999999999842e-09
3.292473399999999856e+03,3.344200000000000094e-09
3.295221000000000004e+03,3.339299999999999832e-09
3.297968299999999999e+03,3.342900000000000109e-09
3.300715799999999945e+03,3.345099999999999957e-09
3.303463400000000092e+03,3.333200000000000029e-09
3.306210700000000088e+03,3.323900000000000071e-09
3.308958299999999781e+03,3.325400000000000118e-09
3.311705800000000181e+03,3.298400000000000108e-09
3.314453399999999874e+03,3.310500000000000097e-09
3.317201000000000022e+03,3.315299999999999915e-09
3.319948499999999967e+03,3.304100000000000202e-09
3.322695999999999913e+03,3.264700000000000110e-09
3.325443800000000010e+03,3.265399999999999911e-09
3.328191400000000158e+03,3.267999999999999882e-09
3.330938999999999851e+03,3.266599999999999866e-09
3.333686799999999948e+03,3.255500000000000183e-09
3.336434299999999894e+03,3.222399999999999957e-09
3.339182099999999991e+03,3.217099999999999985e-09
3.341929700000000139e+03,3.209899999999999845e-09
3.344677499999999782e+03,3.226600000000000004e-09
3.347425299999999879e+03,3.205600000000000180e-09
3.350172999999999774e+03,3.196399999999999840e-09
3.352920700000000124e+03,3.246000000000000165e-09
3.355668500000000222e+03,3.259200000000000078e-09
3.358416299999999865e+03,3.209799999999999814e-09
3.361164000000000215e+03,3.195399999999999946e-09
3.363911999999999807e+03,3.229999999999999806e-09
3.366659999999999854e+03,3.231799999999999945e-09
3.369407700000000204e+03,3.213700000000000183e-09
3.372155499999999847e+03,3.210900000000000151e-09
3.374903600000000097e+03,3.232000000000000006e-09
3.377651400000000194e+03,3.227899999999999989e-09
3.380399399999999787e+03,3.194900000000000207e-09
3.383147199999999884e+03,3.197500000000000177e-09
3.385895300000000134e+03,3.217099999999999985e-09
3.388643300000000181e+03,3.220599999999999818e-09
3.391391000000000076e+03,3.207099999999999813e-09
3.394139200000000073e+03,3.194999999999999824e-09
3.396887200000000121e+03,3.217200000000000016e-09
3.399635299999999916e+03,3.237700000000000100e-09
3.402383299999999963e+03,3.219599999999999925e-09
3.405131300000000010e+03,3.215699999999999969e-09
3.407879399999999805e+03,3.199199999999999871e-09
3.410627399999999852e+03,3.219599999999999925e-09
3.413375500000000102e+03,3.234599999999999976e-09
3.416123799999999846e+03,3.225600000000000111e-09
3.418871799999999894e+03,3.213799999999999800e-09
3.421619900000000143e+03,3.191800000000000083e-09
3.424368199999999888e+03,3.201799999999999842e-09
3.427116199999999935e+03,3.223200000000000202e-09
3.429864500000000135e+03,3.228899999999999882e-09
3.432612500000000182e+03,3.216799999999999893e-09
3.435360799999999927e+03,3.200200000000000178e-09
3.438109100000000126e+03,3.193599999999999808e-09
3.440857399999999870e+03,3.160700000000000056e-09
3.443605500000000120e+03,3.150200000000000144e-09
3.446353799999999865e+03,3.173100000000000137e-09
3.449101999999999862e+03,3.190999999999999837e-09
3.451850300000000061e+03,3.208100000000000120e-09
3.454598599999999806e+03,3.202500000000000056e-09
3.457347000000000207e+03,3.184199999999999820e-09
3.460095200000000204e+03,3.156199999999999916e-09
3.462843800000000101e+03,3.151899999999999838e-09
3.465592000000000098e+03,3.176399999999999909e-09
3.468340299999999843e+03,3.176299999999999878e-09
3.471088900000000194e+03,3.174400000000000122e-09
3.473837199999999939e+03,3.135699999999999832e-09
3.476585399999999936e+03,3.130599999999999922e-09
3.479333999999999833e+03,3.147200000000000051e-09
3.482082499999999982e+03,3.147100000000000020e-09
3.484830800000000181e+03,3.128700000000000166e-09
3.487579299999999876e+03,3.126000000000000165e-09
3.490327600000000075e+03,3.112600000000000191e-09
3.493076199999999972e+03,3.116400000000000116e-09
3.495824700000000121e+03,3.117800000000000132e-09
3.498573199999999815e+03,3.130699999999999953e-09
3.501321800000000167e+03,3.128600000000000136e-09
3.504070299999999861e+03,3.118000000000000193e-09
3.506818800000000010e+03,3.108400000000000143e-09
3.509567399999999907e+03,3.105700000000000142e-09
3.512315999999999804e+03,3.098500000000000002e-09
3.515064499999999953e+03,3.104999999999999928e-09
3.517813000000000102e+03,3.131500000000000198e-09
3.520561799999999948e+03,3.138699999999999925e-09
3.523310300000000097e+03,3.131799999999999876e-09
3.526058799999999792e+03,3.128700000000000166e-09
3.528807600000000093e+03,3.115999999999999993e-09
3.531556199999999990e+03,3.110700000000000022e-09
3.534304999999999836e+03,3.102399999999999957e-09
3.537053499999999985e+03,3.110800000000000052e-09
3.539802200000000084e+03,3.113700000000000115e-09
3.542550799999999981e+03,3.121900000000000148e-09
3.545299599999999828e+03,3.119200000000000147e-09
3.548048299999999927e+03,3.125900000000000135e-09
3.550796899999999823e+03,3.129900000000000121e-09
3.553545700000000124e+03,3.117400000000000009e-09
3.556294400000000223e+03,3.095499999999999909e-09
3.559043200000000070e+03,3.096899999999999925e-09
3.561791999999999916e+03,3.103799999999999973e-09
3.564540800000000218e+03,3.085999999999999890e-09
3.567289600000000064e+03,3.067500000000000005e-09
3.570038300000000163e+03,3.057699999999999895e-09
3.572786999999999807e+03,3.043600000000000119e-09
3.575536000000000058e+03,3.057300000000000185e-09
3.578284700000000157e+03,3.056900000000000063e-09
3.581033399999999801e+03,3.049299999999999799e-09
3.583782499999999800e+03,3.034200000000000131e-09
3.586531199999999899e+03,3.039400000000000071e-09
3.589280000000000200e+03,3.056700000000000001e-09
3.592028999999999996e+03,3.057699999999999895e-09
3.594777799999999843e+03,3.057899999999999956e-09
3.597526899999999841e+03,3.062200000000000034e-09
3.600275599999999940e+03,3.056599999999999971e-09
3.603024699999999939e+03,3.043899999999999797e-09
3.605773400000000038e+03,3.039300000000000041e-09
3.608522500000000036e+03,3.037699999999999964e-09
3.611271499999999833e+03,3.034699999999999871e-09
3.614020300000000134e+03,3.032299999999999962e-09
3.616769299999999930e+03,3.037299999999999841e-09
3.619518300000000181e+03,3.036299999999999948e-09
3.622267299999999977e+03,3.040399999999999965e-09
3.625016000000000076e+03,3.036500000000000009e-09
3.627765100000000075e+03,3.033900000000000039e-09
3.630514200000000073e+03,3.019799999999999850e-09
3.633263199999999870e+03,3.017399999999999941e-09
3.636012200000000121e+03,3.030599999999999854e-09
3.638761199999999917e+03,3.032900000000000146e-09
3.641510299999999916e+03,3.022699999999999912e-09
3.644259300000000167e+03,3.025199999999999852e-09
3.647008499999999913e+03,3.026599999999999868e-09
3.649757599999999911e+03,3.019699999999999819e-09
3.652506600000000162e+03,3.013099999999999862e-09
3.655255599999999959e+03,3.014000000000000138e-09
3.658005000000000109e+03,3.019100000000000049e-09
3.660753999999999905e+03,3.012700000000000153e-09
3.663503000000000156e+03,3.014499999999999878e-09
3.666252199999999903e+03,3.027500000000000144e-09
3.669001200000000154e+03,3.014200000000000200e-09
3.671750199999999950e+03,3.004500000000000120e-09
3.674499499999999898e+03,3.002499999999999920e-09
3.677248500000000149e+03,2.996300000000000086e-09
3.679997800000000097e+03,2.987100000000000159e-09
3.682746799999999894e+03,2.987399999999999837e-09
3.685496000000000095e+03,2.973799999999999802e-09
3.688245399999999790e+03,2.971399999999999893e-09
3.690994400000000041e+03,3.003799999999999905e-09
3.693743699999999990e+03,3.029399999999999899e-09
3.696492999999999938e+03,3.021599999999999988e-09
3.699242200000000139e+03,3.054699999999999801e-09
3.701991199999999935e+03,3.069599999999999822e-09
3.704740499999999884e+03,2.989800000000000160e-09
3.707489700000000084e+03,3.117400000000000009e-09
3.710239000000000033e+03,3.091599999999999953e-09
3.712988299999999981e+03,3.014299999999999817e-09
3.715737500000000182e+03,3.278100000000000085e-09
3.718486800000000130e+03,3.348100000000000050e-09
3.721235999999999876e+03,3.058300000000000079e-09
3.723985400000000027e+03,3.104599999999999805e-09
3.726734599999999773e+03,3.552900000000000004e-09
3.729483999999999924e+03,3.733200000000000302e-09
3.732233200000000124e+03,3.381700000000000016e-09
3.734982399999999870e+03,3.031300000000000068e-09
3.737731699999999819e+03,3.350399999999999928e-09
3.740481000000000222e+03,3.973299999999999917e-09
3.743230500000000120e+03,4.243000000000000341e-09
3.745979699999999866e+03,3.923300000000000297e-09
3.748728999999999814e+03,3.308399999999999866e-09
3.751478300000000218e+03,3.096400000000000185e-09
3.754227800000000116e+03,3.647199999999999979e-09
3.756976999999999862e+03,4.343999999999999888e-09
3.759726299999999810e+03,4.751199999999999888e-09
3.762475800000000163e+03,4.789899999999999765e-09
3.765224999999999909e+03,4.425299999999999597e-09
3.767974600000000009e+03,3.739500000000000166e-09
3.770723899999999958e+03,3.180599999999999956e-09
3.773473399999999856e+03,3.431299999999999928e-09
3.776222699999999804e+03,4.269800000000000289e-09
3.778972200000000157e+03,5.126699999999999677e-09
3.781721399999999903e+03,5.743199999999999772e-09
3.784471000000000004e+03,6.033800000000000402e-09
3.787220200000000204e+03,5.936900000000000044e-09
3.789969700000000103e+03,5.493600000000000137e-09
3.792719000000000051e+03,4.741400000000000191e-09
3.795468499999999949e+03,3.852999999999999826e-09
3.798217999999999847e+03,3.275999999999999854e-09
3.800967299999999796e+03,3.583299999999999817e-09
3.803716800000000148e+03,4.445599999999999620e-09
3.806466300000000047e+03,5.329499999999999846e-09
3.809215799999999945e+03,6.117700000000000081e-09
3.811965000000000146e+03,6.692100000000000083e-09
3.814714599999999791e+03,6.964999999999999833e-09
3.817463999999999942e+03,7.149499999999999765e-09
3.820213600000000042e+03,7.049100000000000401e-09
3.822963099999999940e+03,6.714500000000000336e-09
3.825712599999999838e+03,6.127299999999999717e-09
3.828461999999999989e+03,5.341799999999999896e-09
3.831211400000000140e+03,4.434400000000000321e-09
3.833960999999999785e+03,3.588799999999999849e-09
3.836710399999999936e+03,3.279999999999999840e-09
3.839460000000000036e+03,3.836799999999999820e-09
3.842209499999999935e+03,4.776699999999999852e-09
3.844958999999999833e+03,5.723999999999999672e-09
3.847708500000000186e+03,6.516999999999999726e-09
3.850458000000000084e+03,7.124899999999999663e-09
3.853207499999999982e+03,7.576699999999999282e-09
3.855956999999999880e+03,7.833500000000000298e-09
3.858706499999999778e+03,8.031700000000000709e-09
3.861456000000000131e+03,8.137100000000000780e-09
3.864205599999999777e+03,8.182199999999999311e-09
3.866954999999999927e+03,8.154200000000000648e-09
3.869704799999999977e+03,8.019000000000000536e-09
3.872454299999999876e+03,7.717899999999999580e-09
3.875203899999999976e+03,7.287099999999999786e-09
3.877953399999999874e+03,6.692500000000000205e-09
3.880702999999999975e+03,5.933699999999999889e-09
3.883452400000000125e+03,5.063700000000000205e-09
3.886202099999999973e+03,4.114300000000000154e-09
3.888951700000000073e+03,3.412199999999999859e-09
3.891701199999999972e+03,3.553400000000000158e-09
3.894450699999999870e+03,4.336400000000000039e-09
3.897200200000000223e+03,5.242600000000000073e-09
3.899949999999999818e+03,6.054499999999999720e-09
3.902699500000000171e+03,6.764799999999999635e-09
3.905449000000000069e+03,7.345700000000000390e-09
3.908198499999999967e+03,7.805799999999999659e-09
3.910948199999999815e+03,8.121999999999999870e-09
3.913697799999999916e+03,8.279300000000000557e-09
3.916447299999999814e+03,8.434100000000000064e-09
3.919197000000000116e+03,8.577900000000000333e-09
3.921946500000000015e+03,8.641200000000000311e-09
3.924695999999999913e+03,8.690800000000000636e-09
3.927445799999999963e+03,8.664700000000000488e-09
3.930195299999999861e+03,8.464700000000000351e-09
3.932944800000000214e+03,8.007299999999999842e-09
3.935694599999999809e+03,7.947599999999999314e-09
3.938443999999999960e+03,8.341400000000000167e-09
3.941193800000000010e+03,8.463600000000000428e-09
3.943943400000000111e+03,8.370200000000000729e-09
3.946692900000000009e+03,8.204700000000000009e-09
3.949442599999999857e+03,7.993200000000000067e-09
3.952192100000000210e+03,7.700799999999999712e-09
3.954942000000000007e+03,7.293999999999999834e-09
3.957691400000000158e+03,6.760500000000000384e-09
3.960440999999999804e+03,6.095499999999999889e-09
3.963190700000000106e+03,5.308099999999999899e-09
3.965940200000000004e+03,4.418700000000000054e-09
3.968690000000000055e+03,3.549999999999999942e-09
3.971439499999999953e+03,3.288099999999999843e-09
3.974189199999999801e+03,3.834199999999999850e-09
3.976938700000000154e+03,4.709799999999999597e-09
3.979688200000000052e+03,5.533300000000000321e-09
3.982438000000000102e+03,6.261899999999999645e-09
3.985187500000000000e+03,6.848200000000000402e-09
3.987937300000000050e+03,7.290999999999999741e-09
3.990686799999999948e+03,7.665699999999999285e-09
3.993436499999999796e+03,7.944500000000000431e-09
3.996186000000000149e+03,8.100699999999999540e-09
3.998935800000000199e+03,8.240500000000000236e-09
4.001685300000000097e+03,8.339699999999999232e-09
4.004434999999999945e+03,8.409200000000000285e-09
4.007184600000000046e+03,8.466799999999999755e-09
4.009934299999999894e+03,8.521099999999999454e-09
4.012683799999999792e+03,8.536900000000000164e-09
4.015433300000000145e+03,8.533300000000000714e-09
4.018182999999999993e+03,8.584600000000000320e-09
4.020932600000000093e+03,8.577900000000000333e-09
4.023682400000000143e+03,8.556099999999999436e-09
4.026431999999999789e+03,8.534499999999999428e-09
4.029181599999999889e+03,8.520099999999999974e-09
4.031931199999999990e+03,8.540199999999999936e-09
4.034681000000000040e+03,8.550099999999999250e-09
4.037430400000000191e+03,8.570999999999999457e-09
4.040180199999999786e+03,8.534800000000000761e-09
4.042929700000000139e+03,8.474000000000000309e-09
4.045679399999999987e+03,8.429800000000000813e-09
4.048429000000000087e+03,8.417999999999999675e-09
4.051178499999999985e+03,8.413000000000000623e-09
4.053928199999999833e+03,8.373599999999999291e-09
4.056677700000000186e+03,8.322500000000000574e-09
4.059427499999999782e+03,8.252400000000000164e-09
4.062177000000000135e+03,8.164299999999999197e-09
4.064926800000000185e+03,8.128299999999999735e-09
4.067676300000000083e+03,8.083599999999999672e-09
4.070425799999999981e+03,7.969500000000000655e-09
4.073175499999999829e+03,7.868600000000000725e-09
4.075925000000000182e+03,7.760299999999999351e-09
4.078674799999999777e+03,7.600800000000000471e-09
4.081424300000000130e+03,7.403600000000000366e-09
4.084173800000000028e+03,7.112900000000000118e-09
4.086923600000000079e+03,6.720299999999999634e-09
4.089672999999999774e+03,6.235299999999999758e-09
4.092422599999999875e+03,5.630399999999999913e-09
4.095172399999999925e+03,4.921600000000000044e-09
4.097921999999999571e+03,4.107200000000000044e-09
4.100671400000000176e+03,3.389699999999999989e-09
4.103421000000000276e+03,3.247000000000000058e-09
4.106171000000000276e+03,3.789600000000000231e-09
4.108920399999999972e+03,4.518200000000000383e-09
4.111670000000000073e+03,5.232000000000000131e-09
4.114419399999999769e+03,5.841699999999999793e-09
4.117168999999999869e+03,6.330400000000000391e-09
4.119918499999999767e+03,6.723899999999999911e-09
4.122667999999999665e+03,7.034599999999999675e-09
4.125417499999999563e+03,7.253999999999999972e-09
4.128167499999999563e+03,7.379000000000000265e-09
4.130917000000000371e+03,7.507300000000000328e-09
4.133666500000000269e+03,7.632299999999999793e-09
4.136416000000000167e+03,7.766699999999999660e-09
4.139165500000000065e+03,7.826599999999999422e-09
4.141914999999999964e+03,7.879099999999999396e-09
4.144664600000000064e+03,7.873899999999999455e-09
4.147413999999999760e+03,7.914899999999999624e-09
4.150163599999999860e+03,7.918999999999999641e-09
4.152912999999999556e+03,7.927999999999999920e-09
4.155662599999999657e+03,7.926499999999999873e-09
4.158412000000000262e+03,7.956100000000000681e-09
4.161162000000000262e+03,7.945099999999999788e-09
4.163911600000000362e+03,7.886800000000000517e-09
4.166661000000000058e+03,7.899599999999999480e-09
4.169410600000000159e+03,7.894200000000000305e-09
4.172159999999999854e+03,7.848899999999999231e-09
4.174909700000000157e+03,7.802200000000000209e-09
4.177658999999999651e+03,7.794100000000000620e-09
4.180408699999999953e+03,7.812000000000000734e-09
4.183158000000000357e+03,7.831700000000000573e-09
4.185907699999999750e+03,7.850899999999999845e-09
4.188657000000000153e+03,7.848299999999999874e-09
4.191406200000000354e+03,7.835100000000000789e-09
4.194155999999999949e+03,7.818300000000000598e-09
4.196905300000000352e+03,7.788699999999999791e-09
4.199654999999999745e+03,7.770200000000000320e-09
4.202404300000000148e+03,7.759599999999999550e-09
4.205154000000000451e+03,7.737599999999999419e-09
4.207903299999999945e+03,7.757600000000000591e-09
4.210653000000000247e+03,7.751499999999999961e-09
4.213402299999999741e+03,7.713499999999999885e-09
4.216152000000000044e+03,7.685000000000000655e-09
4.218900999999999840e+03,7.681499999999999995e-09
4.221650400000000445e+03,7.676100000000000821e-09
4.224399999999999636e+03,7.633600000000000605e-09
4.227149400000000242e+03,7.566299999999999401e-09
4.229899000000000342e+03,7.574800000000000767e-09
4.232648400000000038e+03,7.530000000000000260e-09
4.235397500000000036e+03,7.531299999999999418e-09
4.238146999999999935e+03,7.573499999999999955e-09
4.240896499999999833e+03,7.563799999999999875e-09
4.243645999999999731e+03,7.529099999999999570e-09
4.246395499999999629e+03,7.496200000000000646e-09
4.249144500000000335e+03,7.483599999999999262e-09
4.251894000000000233e+03,7.455100000000000033e-09
4.254643600000000333e+03,7.454400000000000232e-09
4.257392600000000130e+03,7.458900000000000371e-09
4.260141999999999825e+03,7.446099999999999754e-09
4.262891599999999926e+03,7.423799999999999944e-09
4.265640599999999722e+03,7.404799999999999907e-09
4.268390000000000327e+03,7.395099999999999826e-09
4.271139600000000428e+03,7.344900000000000145e-09
4.273888700000000426e+03,7.320900000000000227e-09
4.276637999999999920e+03,7.319200000000000120e-09
4.279387700000000223e+03,7.280500000000000243e-09
4.282136700000000019e+03,7.270199999999999979e-09
4.284886000000000422e+03,7.260800000000000404e-09
4.287635299999999916e+03,7.246299999999999678e-09
4.290385000000000218e+03,7.172999999999999942e-09
4.293134299999999712e+03,7.126599999999999771e-09
4.295883300000000418e+03,7.078300000000000259e-09
4.298632999999999811e+03,7.007799999999999727e-09
4.301381999999999607e+03,6.896699999999999976e-09
4.304131300000000010e+03,6.874200000000000105e-09
4.306880400000000009e+03,6.844600000000000125e-09
4.309629399999999805e+03,6.773500000000000236e-09
4.312378999999999905e+03,6.689300000000000051e-09
4.315127999999999702e+03,6.544100000000000180e-09
4.317877400000000307e+03,6.419000000000000271e-09
4.320626500000000306e+03,6.237600000000000050e-09
4.323376000000000204e+03,5.999100000000000098e-09
4.326125000000000000e+03,5.655000000000000014e-09
4.328873999999999796e+03,5.194299999999999734e-09
4.331623499999999694e+03,4.784299999999999702e-09
4.334372599999999693e+03,4.232500000000000015e-09
4.337121600000000399e+03,3.577099999999999983e-09
4.339871000000000095e+03,3.001299999999999965e-09
4.342619999999999891e+03,2.931400000000000031e-09
4.345368999999999687e+03,3.413000000000000105e-09
4.348118000000000393e+03,4.027599999999999616e-09
4.350867699999999786e+03,4.569099999999999866e-09
4.353616699999999582e+03,5.049700000000000047e-09
4.356365700000000288e+03,5.472800000000000374e-09
4.359114700000000084e+03,5.812299999999999874e-09
4.361863999999999578e+03,6.057899999999999936e-09
4.364613299999999981e+03,6.215799999999999980e-09
4.367362299999999777e+03,6.351299999999999771e-09
4.370111299999999574e+03,6.446099999999999898e-09
4.372860399999999572e+03,6.559600000000000385e-09
4.375609400000000278e+03,6.619599999999999764e-09
4.378358400000000074e+03,6.671800000000000060e-09
4.381107399999999870e+03,6.704099999999999628e-09
4.383856399999999667e+03,6.645499999999999851e-09
4.386605499999999665e+03,6.639100000000000369e-09
4.389354500000000371e+03,6.693100000000000389e-09
4.392103500000000167e+03,6.722199999999999803e-09
4.394852499999999964e+03,6.711900000000000366e-09
4.397601599999999962e+03,6.718099999999999786e-09
4.400350599999999758e+03,6.740999999999999779e-09
4.403099599999999555e+03,6.750099999999999676e-09
4.405848600000000260e+03,6.757899999999999587e-09
4.408596999999999753e+03,6.788000000000000134e-09
4.411345999999999549e+03,6.783900000000000117e-09
4.414095000000000255e+03,6.762700000000000232e-09
4.416844000000000051e+03,6.722799999999999987e-09
4.419593300000000454e+03,6.712800000000000228e-09
4.422342300000000250e+03,6.749799999999999997e-09
4.425091000000000349e+03,6.765300000000000202e-09
4.427840000000000146e+03,6.748599999999999629e-09
4.430588999999999942e+03,6.731499999999999761e-09
4.433337400000000343e+03,6.737499999999999947e-09
4.436086400000000140e+03,6.708799999999999829e-09
4.438835399999999936e+03,6.689199999999999607e-09
4.441583999999999833e+03,6.679399999999999909e-09
4.444332999999999629e+03,6.627900000000000242e-09
4.447081500000000233e+03,6.621499999999999934e-09
4.449830600000000231e+03,6.625500000000000333e-09
4.452579600000000028e+03,6.630199999999999707e-09
4.455328000000000429e+03,6.601100000000000294e-09
4.458077000000000226e+03,6.578099999999999856e-09
4.460825700000000325e+03,6.563599999999999958e-09
4.463574700000000121e+03,6.555699999999999602e-09
4.466323000000000320e+03,6.533999999999999977e-09
4.469072000000000116e+03,6.489000000000000236e-09
4.471820999999999913e+03,6.456600000000000224e-09
4.474569300000000112e+03,6.466300000000000304e-09
4.477318000000000211e+03,6.446200000000000342e-09
4.480067000000000007e+03,6.360799999999999790e-09
4.482815400000000409e+03,6.231599999999999863e-09
4.485564000000000306e+03,6.363500000000000204e-09
4.488313000000000102e+03,6.435400000000000338e-09
4.491061499999999796e+03,6.416400000000000301e-09
4.493810000000000400e+03,6.412899999999999641e-09
4.496558600000000297e+03,6.440800000000000340e-09
4.499306999999999789e+03,6.430099999999999953e-09
4.502055999999999585e+03,6.387900000000000244e-09
4.504804699999999684e+03,6.392099999999999878e-09
4.507552999999999884e+03,6.386899999999999937e-09
4.510301999999999680e+03,6.378400000000000225e-09
4.513050299999999879e+03,6.377699999999999597e-09
4.515798999999999978e+03,6.354799999999999603e-09
4.518547400000000380e+03,6.327000000000000175e-09
4.521296000000000276e+03,6.293999999999999979e-09
4.524044399999999769e+03,6.256100000000000348e-09
4.526792999999999665e+03,6.272199999999999909e-09
4.529541500000000269e+03,6.269899999999999617e-09
4.532289600000000064e+03,6.276299999999999926e-09
4.535037999999999556e+03,6.222900000000000090e-09
4.537786600000000362e+03,6.241900000000000128e-09
4.540534999999999854e+03,6.267200000000000030e-09
4.543283699999999953e+03,6.241700000000000066e-09
4.546031699999999546e+03,6.211400000000000285e-09
4.548780300000000352e+03,6.150700000000000277e-09
4.551529000000000451e+03,6.079600000000000388e-09
4.554277299999999741e+03,6.116800000000000219e-09
4.557025400000000445e+03,6.100899999999999891e-09
4.559774000000000342e+03,6.098999999999999722e-09
4.562521999999999935e+03,6.130999999999999611e-09
4.565270499999999629e+03,6.119000000000000066e-09
4.568018600000000333e+03,6.110899999999999650e-09
4.570766999999999825e+03,6.109000000000000307e-09
4.573515000000000327e+03,6.077300000000000096e-09
4.576263700000000426e+03,6.074200000000000386e-09
4.579011700000000019e+03,6.100299999999999707e-09
4.581760299999999916e+03,6.077999999999999898e-09
4.584508300000000418e+03,6.011400000000000148e-09
4.587256300000000010e+03,6.026799999999999909e-09
4.590005000000000109e+03,6.028500000000000017e-09
4.592752999999999702e+03,6.039300000000000021e-09
4.595501000000000204e+03,6.045700000000000330e-09
4.598249499999999898e+03,6.022600000000000275e-09
4.600997599999999693e+03,6.048800000000000040e-09
4.603745600000000195e+03,6.049299999999999780e-09
4.606493699999999990e+03,6.020700000000000106e-09
4.609241699999999582e+03,5.975399999999999859e-09
4.611989700000000084e+03,5.994599999999999958e-09
4.614738000000000284e+03,6.008100000000000377e-09
4.617485999999999876e+03,5.966299999999999963e-09
4.620234000000000378e+03,5.950599999999999696e-09
4.622981999999999971e+03,5.957099999999999622e-09
4.625729999999999563e+03,5.968600000000000255e-09
4.628478000000000065e+03,5.936900000000000044e-09
4.631225999999999658e+03,5.909900000000000033e-09
4.633974000000000160e+03,5.892800000000000165e-09
4.636721999999999753e+03,5.906099999999999695e-09
4.639470000000000255e+03,5.907599999999999742e-09
4.642217999999999847e+03,5.897500000000000366e-09
4.644966000000000349e+03,5.883500000000000207e-09
4.647713999999999942e+03,5.862699999999999617e-09
4.650462000000000444e+03,5.870599999999999973e-09
4.653209499999999935e+03,5.852299999999999736e-09
4.655957500000000437e+03,5.842799999999999717e-09
4.658704999999999927e+03,5.820999999999999648e-09
4.661453000000000429e+03,5.818300000000000060e-09
4.664200700000000325e+03,5.803400000000000039e-09
4.666948699999999917e+03,5.783000000000000399e-09
4.669696299999999610e+03,5.788799999999999697e-09
4.672444300000000112e+03,5.788700000000000080e-09
4.675192000000000007e+03,5.782499999999999832e-09
4.677939999999999600e+03,5.773699999999999615e-09
4.680687500000000000e+03,5.760100000000000406e-09
4.683435000000000400e+03,5.739699999999999939e-09
4.686182600000000093e+03,5.735899999999999600e-09
4.688930699999999888e+03,5.721799999999999825e-09
4.691677999999999884e+03,5.722400000000000009e-09
4.694426000000000386e+03,5.711300000000000326e-09
4.697173300000000381e+03,5.685000000000000117e-09
4.699921000000000276e+03,5.671699999999999760e-09
4.702668499999999767e+03,5.668300000000000371e-09
4.705416000000000167e+03,5.662100000000000124e-09
4.708163599999999860e+03,5.656299999999999999e-09
4.710911000000000058e+03,5.648900000000000211e-09
4.713658699999999953e+03,5.621200000000000400e-09
4.716406200000000354e+03,5.590199999999999990e-09
4.719154000000000451e+03,5.589700000000000250e-09
4.721901399999999740e+03,5.593400000000000144e-09
4.724649000000000342e+03,5.561200000000000193e-09
4.727395999999999731e+03,5.574099999999999601e-09
4.730143600000000333e+03,5.558400000000000162e-09
4.732890999999999622e+03,5.547800000000000219e-09
4.735638700000000426e+03,5.535300000000000107e-09
4.738385699999999815e+03,5.513599999999999655e-09
4.741133300000000418e+03,5.510799999999999623e-09
4.743880400000000009e+03,5.510999999999999684e-09
4.746627999999999702e+03,5.495199999999999801e-09
4.749375000000000000e+03,5.479300000000000300e-09
4.752122599999999693e+03,5.472200000000000190e-09
4.754869599999999991e+03,5.452500000000000351e-09
4.757617000000000189e+03,5.456200000000000246e-09
4.760364300000000185e+03,5.452500000000000351e-09
4.763111299999999574e+03,5.439800000000000178e-09
4.765859000000000378e+03,5.405999999999999737e-09
4.768605999999999767e+03,5.407299999999999722e-09
4.771353000000000065e+03,5.401699999999999658e-09
4.774100000000000364e+03,5.393600000000000069e-09
4.776846999999999753e+03,5.383999999999999606e-09
4.779594000000000051e+03,5.373500000000000107e-09
4.782341300000000047e+03,5.375600000000000338e-09
4.785088399999999638e+03,5.338399999999999681e-09
4.787835399999999936e+03,5.311599999999999732e-09
4.790582500000000437e+03,5.291099999999999647e-09
4.793329600000000028e+03,5.273299999999999978e-09
4.796076699999999619e+03,5.268900000000000282e-09
4.798823699999999917e+03,5.261699999999999728e-09
4.801570999999999913e+03,5.234499999999999657e-09
4.804318000000000211e+03,5.206100000000000044e-09
4.807064500000000407e+03,5.193799999999999994e-09
4.809811499999999796e+03,5.161899999999999721e-09
4.812558600000000297e+03,5.141700000000000143e-09
4.815305000000000291e+03,5.106999999999999839e-09
4.818052200000000084e+03,5.078699999999999843e-09
4.820798999999999978e+03,5.051699999999999833e-09
4.823546000000000276e+03,5.013100000000000401e-09
4.826292499999999563e+03,4.955500000000000103e-09
4.829039600000000064e+03,4.925900000000000123e-09
4.831786000000000058e+03,4.886499999999999618e-09
4.834532699999999750e+03,4.812399999999999636e-09
4.837279999999999745e+03,4.742500000000000115e-09
4.840026399999999740e+03,4.588500000000000026e-09
4.842773000000000138e+03,4.448000000000000356e-09
4.845519500000000335e+03,4.261499999999999811e-09
4.848265999999999622e+03,4.007100000000000359e-09
